non_performing_account_id,non_performing_amount,tier1,risk_weighted_assets,created_date,account_id,description
13960,868933,474334,806937,2021-09-12,36084,xyz
6687,519837,199630,832680,2020-09-09,4966,xyz
8843,191240,296381,394169,2022-03-06,1828,abc
22463,185924,999856,375918,2023-06-18,4217,xyz
14403,544053,466354,970058,2022-07-06,30874,abc
21704,231149,576693,480779,2022-06-02,13361,abc
16726,141163,598996,302807,2023-02-22,35320,xyz
22859,955030,407539,919188,2022-08-15,31140,abc
1456,154325,909868,947054,2020-08-07,28707,xyz
24251,846305,651411,865334,2022-05-01,26089,abc
36151,247795,895813,705011,2023-01-11,39268,abc
15091,516439,543454,957436,2022-06-07,30412,abc
19839,477884,158337,649633,2022-06-20,15448,abc
25404,327619,734645,106925,2021-11-06,9802,abc
22340,698061,332731,182646,2020-02-15,23624,abc
21574,812380,768285,998342,2021-04-09,33318,xyz
17138,933750,398678,471276,2022-06-26,5780,abc
9495,585887,782736,508593,2022-05-22,9999,xyz
3913,264336,732016,807840,2020-12-01,28421,xyz
11057,217206,227189,276879,2021-07-21,37899,xyz
13849,557740,976704,100062,2019-09-10,35970,abc
18711,875006,239035,742656,2020-01-07,38701,abc
2273,545449,788714,813798,2020-12-05,23182,xyz
17907,514272,898336,614656,2020-05-17,7296,abc
15091,848585,844617,670961,2020-12-04,19072,abc
33335,771400,212070,468793,2019-07-26,3522,abc
36092,319579,652521,329253,2019-10-13,13758,abc
30508,587798,451071,664578,2019-09-09,8153,abc
20298,583741,996962,463059,2019-11-10,3063,xyz
14437,398919,409980,757220,2021-07-07,30265,xyz
24335,489050,236335,195689,2020-10-06,12470,xyz
33106,917851,257339,301059,2021-12-01,18019,xyz
30004,960884,790269,868212,2021-05-12,11380,abc
20680,227732,158171,848437,2021-08-16,17592,xyz
12263,805706,379157,173558,2022-07-09,5121,abc
20899,692008,902264,971620,2021-01-17,12634,abc
27111,170668,199474,976157,2021-02-02,14696,abc
25405,815063,787529,445981,2021-10-22,19470,xyz
3921,759644,856744,478521,2020-10-24,2426,abc
4548,269115,541088,732588,2020-10-19,12870,xyz
3023,407000,726986,879861,2020-10-28,10236,xyz
16539,274100,854557,729601,2021-04-28,30107,xyz
32544,797830,275790,294528,2020-04-17,10755,abc
5560,814858,377101,421549,2022-09-13,22971,abc
25518,500284,255715,444465,2023-03-11,1488,xyz
3478,682305,816968,598634,2023-04-02,31063,abc
21202,725908,135007,692603,2019-12-01,36011,abc
6060,624260,792221,756936,2022-08-04,19514,xyz
36476,429503,585315,611604,2020-03-09,31710,xyz
12585,706175,546756,469022,2023-07-14,35673,abc
18310,471390,725878,781121,2020-03-31,39509,xyz
25663,342501,965230,224517,2021-01-02,28636,abc
15059,522685,979591,346262,2023-02-12,24338,xyz
22163,879926,866860,339234,2021-01-12,11903,abc
15362,924216,655209,126819,2020-10-15,8210,xyz
37016,597897,412217,504999,2019-09-05,27492,abc
9246,937030,326464,664901,2023-07-03,12483,abc
27034,687412,476525,375663,2022-05-23,33478,xyz
26801,514586,366643,549243,2020-06-21,28106,abc
6105,973073,861171,478809,2020-06-01,1444,xyz
12516,459757,152938,812784,2022-12-06,39897,xyz
26687,318316,629678,405355,2021-07-04,32323,xyz
36978,704035,223609,344394,2019-10-05,4263,xyz
27507,258756,768757,749728,2023-02-06,6857,xyz
16615,140996,270725,146057,2020-04-11,11494,xyz
39694,247125,351162,615079,2020-01-30,18688,abc
22193,603351,410250,491585,2021-10-13,10077,abc
37464,350365,788652,654071,2021-10-26,5290,abc
17935,528628,151550,558791,2020-06-18,28761,abc
29828,296329,594704,639986,2020-03-15,8863,xyz
4862,424107,327104,947510,2019-12-07,28808,abc
30812,783443,568750,912059,2020-05-20,25192,xyz
29975,228768,700128,265149,2019-08-07,21009,xyz
17899,471300,724453,377979,2022-11-06,38536,xyz
31343,540060,724756,735136,2021-01-26,14497,xyz
25683,197181,359999,732843,2020-07-27,34175,xyz
29004,615356,995560,342999,2019-12-04,24745,xyz
7740,409289,170903,226174,2022-06-04,21182,xyz
9953,441061,873839,188858,2019-10-01,18855,xyz
39827,338594,165810,961484,2020-12-26,34372,xyz
30859,523415,143524,229443,2022-11-16,23786,abc
12355,463042,385898,515661,2021-12-02,33546,abc
21171,862338,234723,406129,2022-05-01,20095,xyz
22230,473985,106630,152005,2019-07-25,37398,abc
27421,605474,604088,576335,2022-07-08,33109,xyz
25811,744743,524417,977733,2022-11-21,33230,abc
11622,347059,210300,318614,2022-06-24,17960,xyz
7164,173835,108498,351110,2022-02-06,32214,xyz
9999,502258,324815,287228,2022-08-07,29657,abc
1631,697494,921317,736298,2021-04-17,14189,xyz
18781,269652,676302,316638,2022-09-01,7968,xyz
20714,591171,490841,336845,2020-12-07,24883,xyz
11618,769310,255293,305822,2023-06-21,23096,abc
7097,834493,724602,224232,2021-03-27,5263,abc
34215,836762,559658,568501,2021-11-04,9265,abc
5790,932243,552139,495299,2020-09-14,26350,abc
12397,762570,294979,178931,2020-06-12,11339,abc
19422,969224,509625,451143,2019-08-27,22609,abc
3205,206706,692111,346529,2023-02-02,19369,abc
4675,896617,305337,466411,2022-04-11,11553,abc
23890,343313,330366,857762,2023-06-02,2303,xyz
24102,904951,604342,876264,2021-11-13,18915,xyz
20751,340860,309318,509186,2020-07-25,3039,abc
34590,860214,464179,129463,2022-12-24,3324,abc
6231,394996,314918,778533,2020-01-06,24609,abc
30220,412430,758020,832704,2019-11-14,20603,abc
14775,950893,713169,143590,2022-07-08,21561,xyz
36272,246834,781543,913006,2019-11-09,19443,abc
5822,277870,196453,774011,2022-05-30,27811,abc
33914,120817,452217,460506,2020-09-11,25302,abc
28299,347226,600427,300941,2022-12-31,17595,xyz
13414,464380,264760,263049,2022-04-30,34508,xyz
27374,647937,827541,100127,2020-08-31,15343,abc
31608,502393,187553,867940,2020-09-08,14039,xyz
15050,132609,818591,987262,2019-12-11,36478,xyz
14897,111741,193239,858665,2019-11-29,25673,abc
31290,376078,700378,222664,2022-12-27,16403,xyz
5156,930929,656256,209316,2021-06-14,2959,abc
10674,837298,180076,699015,2021-11-25,3487,xyz
631,340299,712719,891066,2022-02-20,10574,abc
15366,675771,590767,456338,2019-10-26,37891,abc
23639,330771,471712,442267,2022-10-12,11049,abc
21854,728149,403173,217551,2022-02-08,27886,xyz
19995,370124,335159,304701,2023-04-02,3474,abc
20990,953497,768948,831056,2022-02-21,15057,abc
31831,378237,140243,875117,2021-02-11,11007,abc
16959,986190,553199,115809,2020-09-22,28617,abc
25111,166545,211798,531353,2020-05-19,13313,xyz
32637,791725,440368,194813,2022-03-02,32898,abc
19940,169961,933519,507240,2022-12-09,39953,abc
12240,582750,707032,215470,2021-06-24,26231,abc
16071,654827,497373,414397,2021-10-24,11533,abc
10949,200078,109216,437020,2022-10-08,21906,abc
18435,307185,478305,100378,2021-04-30,28747,xyz
20833,758891,603762,393680,2022-12-08,38678,abc
9537,858508,829273,814047,2019-12-13,38634,abc
39722,483486,262766,625775,2020-11-26,10316,xyz
28,188855,361063,658124,2020-08-28,6451,abc
13513,753595,880056,509834,2020-12-23,7997,xyz
21412,455243,791446,382585,2020-05-16,38361,abc
26808,423725,849668,846204,2022-08-22,39354,xyz
33581,518141,521220,901719,2022-01-22,4867,abc
6741,817236,705860,667200,2023-05-01,22088,xyz
31955,390161,742645,659683,2023-01-31,26429,xyz
2176,539205,124886,254565,2020-04-25,38388,abc
24115,433687,826376,297346,2021-12-24,25177,abc
33915,156250,436449,450354,2021-07-18,28106,abc
39285,484777,656615,289674,2022-04-28,38714,abc
25976,711941,775727,439207,2019-10-23,25995,abc
12786,545829,644700,616360,2022-07-22,1804,abc
6725,844389,902868,739115,2021-05-24,25696,abc
31798,513975,901168,785923,2019-08-23,31776,abc
14645,278221,478962,947111,2021-03-09,15113,abc
38780,843112,612444,621067,2021-10-27,13299,abc
365,648459,628125,658672,2021-05-17,36025,xyz
9881,334241,636429,576261,2023-05-25,34779,abc
4888,534591,873506,946652,2022-04-26,14817,xyz
33031,542678,705957,408189,2021-04-03,8646,xyz
34844,972911,486497,791636,2022-12-11,15638,abc
38332,511037,381904,511149,2022-05-20,8021,xyz
30043,872352,580666,855937,2020-05-13,29417,xyz
4194,300005,407526,937839,2020-10-24,32671,xyz
13208,137040,311784,908109,2020-03-30,36093,abc
19155,988941,865230,659079,2019-08-06,32440,xyz
33504,324812,416593,822439,2019-09-05,2828,xyz
12523,488369,566904,516772,2019-11-22,29734,xyz
29070,693252,430369,390278,2019-09-24,10401,abc
2207,420523,921618,379184,2020-10-14,31337,xyz
21530,280345,838214,562597,2020-10-13,3,abc
35263,698703,589227,933379,2022-11-30,22309,abc
37216,655259,754046,212841,2020-12-01,22497,xyz
24501,400378,864027,388762,2021-05-26,26482,abc
6728,613915,930893,141317,2022-06-08,11534,xyz
27058,615661,243106,329332,2021-10-06,19340,xyz
16598,483774,839934,391475,2023-03-21,6931,abc
33266,452234,359937,539528,2021-06-07,10122,abc
29319,870018,461423,498910,2022-12-29,28584,abc
21334,127642,975124,643503,2021-01-27,682,abc
17521,540927,662865,974133,2021-03-11,12479,abc
6090,655271,282237,208611,2019-10-23,2063,xyz
13295,737157,879203,921998,2022-02-21,23131,xyz
3779,182474,554558,748678,2020-03-17,28539,abc
22836,995435,322660,380547,2019-11-27,35636,abc
21515,416174,375503,370668,2021-09-19,27705,xyz
7578,685912,296427,732234,2021-06-19,4189,xyz
3142,461228,460744,531896,2021-03-14,33379,abc
38984,879485,874808,625541,2022-07-22,20273,xyz
39219,185921,671478,106349,2021-11-14,36141,abc
38584,946521,137477,842747,2023-05-07,15154,abc
27978,246202,350903,446194,2021-11-04,33748,xyz
28627,667294,578072,492322,2022-01-05,12434,abc
16684,987441,367314,553330,2020-03-06,288,xyz
35306,662031,890216,477019,2023-04-04,13311,xyz
21593,382794,275642,180415,2020-08-01,15900,abc
19528,426708,658700,184808,2020-05-27,20684,xyz
6904,266080,521834,858246,2022-12-23,15734,xyz
13999,673727,479100,477564,2023-06-18,34572,abc
1656,937627,326693,563759,2022-03-19,5626,xyz
38988,514123,901873,436133,2019-10-03,19599,xyz
12037,661185,964764,235977,2022-12-25,29521,abc
37873,858456,215196,987620,2021-12-14,26617,xyz
8464,367685,305730,144143,2021-10-03,15650,abc
16270,698328,861102,372600,2021-09-24,26833,abc
1224,992380,393181,372304,2023-03-28,14694,xyz
19623,941931,324779,471183,2021-08-25,19843,xyz
37435,327734,408740,437158,2020-04-03,20996,abc
13937,806292,830038,875565,2022-05-13,33488,xyz
31149,696799,706528,432069,2022-09-23,20176,xyz
5814,620708,357749,154636,2020-10-09,5338,xyz
9716,531510,149665,595286,2019-12-20,2927,xyz
35902,893054,104268,191986,2020-06-16,11095,xyz
3317,153012,970418,821457,2020-04-19,5946,xyz
29668,756703,879666,953327,2022-03-28,37193,xyz
18095,469626,569130,163061,2022-02-27,33358,abc
25151,718093,128670,827353,2023-02-14,1422,xyz
31730,287682,433594,123947,2019-10-02,30767,xyz
39010,800420,830134,350058,2020-09-07,34874,abc
6802,835185,338326,176613,2020-06-25,34456,abc
17738,203067,910681,630325,2020-06-26,18944,xyz
25651,271626,399824,532865,2020-06-01,27064,xyz
10991,729007,557803,793856,2021-07-23,1468,xyz
27322,108242,429172,296427,2022-02-07,3496,xyz
21898,701864,910644,318029,2021-09-27,9571,abc
27350,620501,859370,466669,2020-01-24,11543,abc
14232,341509,230118,672719,2023-06-09,12249,xyz
33992,332942,220985,741624,2020-06-09,104,abc
34658,588325,221545,200389,2020-07-27,35936,abc
32451,159974,388838,103917,2022-12-08,12384,xyz
14772,522766,675492,503062,2020-07-27,10042,abc
1341,321288,533879,704259,2021-04-30,6149,abc
4020,208550,578751,185486,2019-12-04,20937,xyz
5893,301066,486653,842872,2019-07-28,37314,xyz
38011,349158,308620,612831,2020-01-20,27467,abc
5089,489117,952479,718086,2021-11-21,32936,abc
3941,944133,315132,886069,2023-04-26,38696,abc
14970,738429,989190,994575,2020-02-20,35662,abc
26766,862970,223054,876899,2020-01-16,31178,abc
25098,735057,423475,418815,2019-12-23,5563,xyz
22606,716999,783048,742897,2021-01-03,12880,abc
29519,815255,548447,735052,2019-11-26,32191,abc
22127,424426,577748,826726,2021-04-03,5789,xyz
38914,832805,303097,798103,2023-07-14,18227,xyz
28297,276058,657315,442747,2022-07-16,20539,abc
4924,972471,888485,794824,2021-02-01,32883,abc
1110,954497,166526,884689,2022-02-19,6504,xyz
15724,247382,484821,767036,2021-03-19,23358,xyz
15092,353144,722985,805508,2021-05-22,14362,abc
18338,416257,165254,818964,2023-07-06,6142,abc
2584,237234,280089,986533,2021-03-11,12926,abc
12505,987689,358308,958244,2022-05-11,8731,abc
36092,998416,427489,265804,2023-01-06,25060,xyz
9413,663015,886376,335698,2022-07-07,20494,abc
10729,473957,369152,130096,2020-03-09,34834,xyz
10204,600559,739634,482904,2022-04-26,17958,abc
17644,375769,479128,593476,2020-02-21,16536,xyz
27612,575361,666270,667682,2022-02-09,32380,abc
21049,217499,616113,477985,2023-01-24,13869,xyz
12413,996892,956502,227043,2023-06-05,3695,xyz
28843,390014,631100,776329,2021-05-04,26818,abc
11493,383748,964186,470464,2022-03-15,12781,xyz
37229,970882,756869,678011,2020-11-13,19390,xyz
39602,146955,370767,870325,2020-11-06,363,xyz
385,212469,466320,596658,2020-06-16,5771,xyz
33324,339855,513789,198189,2022-09-11,38140,xyz
15980,404351,948185,889439,2021-07-22,16681,abc
4026,873241,729322,692832,2021-11-23,39882,abc
32327,944253,920798,850109,2021-04-21,25202,xyz
9579,841747,792472,962041,2020-10-17,25424,abc
1159,612987,490784,285535,2020-05-02,9175,abc
8890,639251,449184,399560,2022-06-24,11000,xyz
3194,464396,586042,895002,2022-09-03,17873,abc
22216,818866,421922,259298,2020-10-11,1504,abc
9177,387866,849461,451476,2022-12-26,14125,xyz
29024,562786,588480,467367,2021-11-24,10607,abc
17757,651566,448786,752114,2022-09-05,23054,abc
35344,604149,804383,504395,2020-05-26,7114,abc
26465,804014,925736,315709,2020-03-01,32689,abc
31291,359896,268848,578399,2019-12-24,25912,abc
1389,409771,288093,249468,2022-04-16,32754,abc
14567,420963,939590,461970,2020-08-25,16471,xyz
30461,181523,647007,402117,2020-02-17,777,xyz
37843,425143,754014,909243,2021-03-10,37231,abc
11951,704306,504214,404900,2020-10-02,20804,xyz
26836,572307,596058,844402,2020-07-08,20244,xyz
34759,441636,880556,560986,2020-11-30,13721,xyz
21761,503583,537227,985550,2020-01-02,18358,abc
8059,659330,281111,485098,2020-01-17,20915,abc
17791,921581,366785,841287,2021-12-09,1462,abc
9986,227713,649787,491578,2019-11-09,12570,abc
17980,950429,279277,227439,2021-08-23,15424,xyz
12103,408837,188950,425014,2023-07-06,16689,abc
31314,357551,627207,434135,2021-11-24,19398,xyz
21033,396923,820053,516917,2019-10-09,31733,abc
13960,599381,902694,838518,2021-11-25,14584,xyz
20502,374825,528981,451708,2020-05-18,33939,xyz
5561,993844,263814,932407,2019-08-27,29025,xyz
19390,405202,890023,734666,2021-03-06,31115,xyz
26717,392032,106395,509053,2021-01-17,35410,xyz
12839,122073,219195,220634,2023-06-24,27078,xyz
18923,348635,800895,488692,2022-10-13,19262,xyz
9729,798872,315606,184376,2021-03-25,38940,xyz
12359,170009,568964,587791,2021-07-11,37457,abc
7473,202203,699983,504980,2020-06-23,12198,xyz
39671,208470,558234,121925,2020-01-05,18481,xyz
34087,558788,132396,421811,2021-11-19,3790,xyz
25234,363881,239888,123719,2020-09-08,29737,abc
16645,818977,392773,818889,2020-09-04,32708,abc
19822,669955,173536,982158,2021-11-14,17138,xyz
14011,621955,360510,208461,2021-10-19,12374,xyz
22024,771934,211369,449361,2019-10-05,14730,xyz
11695,818198,876529,246647,2023-01-30,27511,abc
36292,257745,719071,787833,2021-05-28,30288,abc
8361,887203,988262,268440,2020-12-14,30349,xyz
7902,462640,257603,100730,2020-11-08,30223,xyz
32853,197829,408726,538533,2020-11-27,24837,abc
18478,163752,277046,558160,2023-02-28,24868,xyz
17484,365091,744806,331375,2022-09-07,38108,xyz
37795,667613,191517,970675,2022-05-03,32573,xyz
8340,106278,170990,148172,2022-02-26,32410,abc
24729,409418,673287,239682,2022-04-30,5018,abc
8161,295289,903230,372743,2019-10-14,7722,abc
3518,638638,835139,346435,2019-10-14,12997,xyz
3067,932292,623524,209247,2021-12-01,38758,xyz
6735,539467,339963,269884,2020-12-24,39992,xyz
24189,433334,902122,519929,2022-07-31,20693,abc
15668,647892,751427,243705,2021-02-13,33314,xyz
25039,444071,271985,325068,2019-11-11,9387,xyz
36229,605436,296856,827031,2021-07-28,2253,abc
10535,860579,486318,873662,2020-03-09,20538,abc
8289,650105,227799,289767,2022-07-08,1288,xyz
36867,667760,818248,421129,2020-01-23,18471,xyz
23400,986662,757812,387741,2021-08-07,5477,xyz
14188,294013,810833,326095,2023-04-28,33892,abc
161,147635,198251,618051,2021-05-31,32761,xyz
22955,595973,829670,820747,2021-05-27,1358,abc
39836,296517,120422,832664,2019-09-20,21234,abc
9742,844067,863072,306796,2019-11-13,3925,xyz
33251,276970,919857,233801,2019-10-02,26126,abc
35813,735699,209779,606399,2020-07-04,13666,abc
20871,844406,811147,839961,2020-03-13,7634,abc
24711,750530,165614,287847,2021-07-04,1328,abc
22878,102984,778552,979527,2022-09-04,13105,xyz
30353,494449,172549,538865,2020-04-14,27673,abc
8956,107696,840729,182924,2021-04-01,10057,xyz
9512,560726,280563,547057,2020-02-04,8107,xyz
33267,677247,474052,271267,2023-06-01,30444,xyz
23278,865883,208039,664396,2022-04-20,24398,abc
31286,448374,157090,359114,2019-09-17,7341,xyz
22109,866926,306515,129443,2023-07-11,2846,abc
30011,556342,580233,527900,2020-10-20,7696,abc
18934,451125,311258,412680,2022-10-16,1129,xyz
36179,456821,767280,366870,2020-07-17,39468,xyz
14515,281122,785338,420663,2022-03-26,35700,abc
5999,229844,210239,702441,2023-06-14,35549,abc
9791,633091,649901,872980,2022-09-12,31251,xyz
12085,166245,987811,512140,2023-02-15,6269,xyz
8956,861285,690685,462293,2022-11-07,20851,abc
27400,390449,345597,823495,2021-03-08,13951,abc
30994,557672,210724,556826,2021-09-09,3837,xyz
2391,513630,256190,607031,2023-01-26,30347,xyz
11652,652134,425942,305456,2020-06-15,36706,xyz
38631,563558,195766,147286,2019-09-11,28341,abc
10368,395561,829609,949113,2022-01-02,30430,abc
7489,410559,429557,602930,2023-05-04,10981,abc
25557,419683,694778,104217,2022-01-14,19694,xyz
30741,182885,936820,766549,2021-12-07,22314,abc
21502,248357,664326,212896,2020-09-25,15819,abc
33420,939853,212876,583183,2021-02-15,15598,xyz
31754,688620,175011,759380,2023-01-12,3374,xyz
20490,995077,970106,577112,2022-11-01,13504,xyz
30761,950379,343605,101228,2019-10-03,33252,abc
36171,879338,415573,144581,2022-05-29,9557,xyz
2875,388316,639703,189421,2020-03-26,14488,xyz
8966,918997,944715,829290,2022-03-14,15672,xyz
29284,646265,949455,625904,2021-03-25,13370,abc
24933,993850,965498,876122,2022-12-20,24985,xyz
24872,762782,853089,476895,2021-03-06,19553,abc
24810,911801,237508,617518,2021-07-03,22132,xyz
16004,799847,732292,590661,2021-08-21,8277,xyz
30119,327409,842861,677692,2020-06-11,30886,abc
1486,962806,619596,299791,2022-02-12,14100,abc
13033,414614,714266,786142,2021-12-08,4798,abc
15256,537160,596372,382076,2022-03-25,6406,abc
4360,763991,331263,429945,2020-11-02,20168,xyz
5093,206754,269382,581962,2020-07-29,8748,abc
25276,157372,539550,927001,2019-08-24,18791,abc
37128,802257,911396,948277,2021-04-10,27921,abc
37845,941024,456035,645325,2022-05-27,36029,abc
17767,239724,283099,946447,2020-11-04,27425,abc
32179,421373,798130,242665,2023-03-26,12733,abc
11509,990785,799585,335161,2020-08-15,3288,xyz
4088,549973,796639,222141,2020-09-06,36461,abc
20943,432025,316029,454971,2021-08-11,35135,abc
34626,133453,639229,983970,2021-04-13,5661,abc
20093,421565,294805,703446,2020-11-05,13655,xyz
33831,814502,967749,994623,2021-09-01,6960,xyz
25594,708855,468362,551440,2022-06-01,12222,xyz
401,786417,243252,188446,2020-06-23,36483,abc
27446,990940,365671,541206,2019-08-28,10130,xyz
15663,798521,361910,366979,2021-06-01,29043,xyz
9376,914618,695312,683321,2022-11-06,10749,xyz
