security_id,security_name,security_type,quantity,market_value,purchase_date,purchase_price,purchase_value
1134,Edwards Ltd securities,Asset-Backed Securities,54,31305,2022-03-17,569,30768
1135,Dean-Cruz securities,Government Bonds,19,24121,2020-09-26,1258,23906
1136,Huang Morales and Rivera securities,Asset-Backed Securities,11,83776,2017-12-28,7589,83487
1137,Jones-Carlson securities,Treasury Bills,13,33502,2021-05-10,2543,33063
1138,Bowman Hughes and Gutierrez securities,Mortgage-Backed Securities,20,10448,2022-03-01,488,9771
1139,Barrett and Sons securities,Corporate Bonds,42,44401,2022-08-01,1047,43999
1140,Marsh-Graham securities,Equity Securities,3,76542,2023-01-01,25317,75953
1141,Reilly Ltd securities,Money Market Instruments,68,86345,2020-11-24,1264,86013
1142,Pope Williams and Ritter securities,Government Bonds,71,31601,2018-09-14,436,30974
1143,Lee Cunningham and Collins securities,Mortgage-Backed Securities,13,27803,2022-07-25,2116,27508
1144,Jackson Ltd securities,Foreign Exchange,69,19420,2021-08-08,274,18928
1145,Farley-Alvarado securities,Corporate Bonds,44,53494,2017-02-15,1207,53119
1146,Olsen-Clark securities,Government Bonds,28,79486,2020-09-26,2830,79257
1147,Benjamin-Duke securities,Government Bonds,6,34898,2018-02-19,5785,34712
1148,Garcia Ltd securities,Government Bonds,70,14559,2019-10-14,200,14030
1149,Simpson-Hamilton securities,Equity Securities,85,25983,2020-05-02,303,25824
1150,Gardner-Young securities,Government Bonds,63,56069,2017-03-19,885,55772
1151,Wade Group securities,Treasury Bills,98,63406,2017-06-13,643,63111
1152,Johnson Ltd securities,Asset-Backed Securities,6,26900,2019-01-25,4407,26446
1153,Chaney-Holmes securities,Money Market Instruments,66,96929,2020-01-25,1458,96238
1154,Lawrence Garrett and Jones securities,Treasury Bills,81,6791,2017-08-29,77,6277
1155,Moreno Group securities,Money Market Instruments,4,40860,2018-08-29,10184,40739
1156,Morrison Group securities,Asset-Backed Securities,43,24434,2021-09-22,558,24001
1157,Davila-Park securities,Asset-Backed Securities,71,13347,2023-03-19,182,12928
1158,Bauer-Bailey securities,Government Bonds,84,92496,2018-04-16,1096,92074
1159,Baker-Porter securities,Asset-Backed Securities,77,33738,2016-12-27,433,33390
1160,Ramirez Ltd securities,Mortgage-Backed Securities,47,34901,2017-08-10,739,34779
1161,Bridges Blair and English securities,Money Market Instruments,97,29387,2022-11-04,300,29166
1162,Davidson Tran and Mayer securities,Foreign Exchange,90,48987,2020-06-23,537,48340
1163,Chavez-Cherry securities,Corporate Bonds,55,86284,2020-09-21,1563,85989
1164,Cummings-Cruz securities,Treasury Bills,2,84961,2022-10-12,42257,84515
1165,Moreno-Sampson securities,Asset-Backed Securities,61,57986,2019-01-19,940,57344
1166,Greer Avila and Taylor securities,Treasury Bills,1,35514,2020-01-25,34884,34884
1167,Tran Davis and Oconnor securities,Foreign Exchange,79,61702,2022-06-08,772,61052
1168,Hensley-Poole securities,Foreign Exchange,28,92563,2016-09-10,3290,92133
1169,Adams PLC securities,Treasury Bills,12,15968,2018-07-18,1300,15606
1170,Baker Kelley and Murray securities,Treasury Bills,91,54836,2016-12-05,599,54520
1171,Compton Ltd securities,Corporate Bonds,49,15810,2022-11-23,315,15464
1172,Crawford Wallace and Francis securities,Mortgage-Backed Securities,55,60032,2019-04-23,1081,59468
1173,Little Davis and Perez securities,Corporate Bonds,57,68083,2018-07-04,1189,67799
1174,Jackson Inc securities,Corporate Bonds,43,32803,2020-12-03,758,32617
1175,Williams Gardner and Watkins securities,Corporate Bonds,97,68049,2020-04-12,698,67802
1176,Ortega-Hill securities,Corporate Bonds,18,97666,2019-05-04,5411,97398
1177,Bradley Group securities,Corporate Bonds,11,6554,2020-04-03,578,6360
1178,Adams Gonzales and Short securities,Mortgage-Backed Securities,76,45667,2018-11-25,598,45515
1179,Murphy LLC securities,Corporate Bonds,11,11309,2021-09-29,990,10899
1180,Hodges-Maldonado securities,Treasury Bills,90,78477,2023-01-08,870,78320
1181,Mejia Ltd securities,Government Bonds,2,19334,2022-04-22,9560,19121
1182,Hughes-English securities,Mortgage-Backed Securities,41,42550,2022-01-18,1022,41921
1183,Andrews Johnson and Rice securities,Asset-Backed Securities,77,59398,2017-03-10,766,59025
1184,Jackson Carroll and Payne securities,Government Bonds,93,76054,2019-10-13,815,75853
1185,Miller-Harris securities,Government Bonds,87,88185,2019-08-07,1008,87749
1186,Burgess-Perez securities,Mortgage-Backed Securities,75,47160,2016-10-30,619,46488
1187,Walters-Arias securities,Foreign Exchange,91,38833,2017-04-20,420,38265
1188,Washington-Burns securities,Mortgage-Backed Securities,80,75031,2016-07-19,935,74846
1189,Dillon-Moran securities,Corporate Bonds,2,7079,2023-01-16,3339,6679
1190,Fitzgerald Inc securities,Government Bonds,93,11242,2022-09-09,113,10550
1191,Hendricks Johnson and Harper securities,Foreign Exchange,50,10972,2019-01-11,211,10576
1192,Simmons-Pugh securities,Government Bonds,81,60640,2019-01-06,742,60118
1193,Ramsey-Young securities,Mortgage-Backed Securities,34,8093,2017-03-07,232,7896
1194,Bond White and Reyes securities,Treasury Bills,8,63607,2018-01-26,7907,63261
1195,Miller and Sons securities,Asset-Backed Securities,87,89022,2019-06-25,1021,88883
1196,Hunt-Hall securities,Treasury Bills,10,99452,2017-03-08,9912,99120
1197,Murphy Flores and Larson securities,Government Bonds,68,34416,2018-05-21,498,33903
1198,Lynch Wade and Martinez securities,Money Market Instruments,27,38260,2016-07-29,1402,37858
1199,Murray Carter and Burns securities,Equity Securities,78,43765,2020-11-22,558,43541
1200,Werner Inc securities,Equity Securities,85,34875,2021-01-27,407,34645
1201,Pierce LLC securities,Mortgage-Backed Securities,85,64007,2022-08-19,747,63511
1202,Woods-Jones securities,Money Market Instruments,10,18777,2017-06-17,1833,18336
1203,Williams Day and Edwards securities,Corporate Bonds,37,43321,2019-03-30,1165,43137
1204,Garcia and Sons securities,Money Market Instruments,87,13539,2017-03-09,150,13078
1205,Banks Juarez and Bell securities,Money Market Instruments,37,98726,2021-12-18,2662,98502
1206,Roberts Ltd securities,Foreign Exchange,11,18984,2017-10-18,1663,18302
1207,Johnson-Palmer securities,Foreign Exchange,4,21391,2019-03-18,5195,20783
1208,Morgan-Adams securities,Mortgage-Backed Securities,32,73492,2018-10-02,2280,72967
1209,Flores-Jones securities,Equity Securities,74,42830,2021-03-12,573,42461
1210,Harper-Oneill securities,Equity Securities,74,7058,2020-03-12,89,6618
1211,Mcdaniel-Mccormick securities,Equity Securities,56,9317,2023-05-23,155,8724
1212,Wilson Ltd securities,Mortgage-Backed Securities,10,69762,2019-09-28,6964,69644
1213,Nguyen Jones and Johnson securities,Money Market Instruments,74,26462,2022-09-30,350,25970
1214,Peterson-Torres securities,Mortgage-Backed Securities,96,17976,2017-02-16,181,17376
1215,Phelps-Caldwell securities,Government Bonds,56,56652,2018-11-02,1003,56189
1216,Alvarez-Horton securities,Money Market Instruments,8,30730,2020-05-17,3775,30201
1217,Bonilla Diaz and Reid securities,Corporate Bonds,27,6875,2018-12-16,244,6602
1218,Bradley Rivera and Richardson securities,Asset-Backed Securities,66,93875,2020-01-16,1417,93527
1219,Daniels-Baker securities,Government Bonds,56,91031,2019-07-14,1615,90440
1220,Kaiser-Villanueva securities,Corporate Bonds,42,65206,2022-09-01,1536,64529
1221,Ball-Ramirez securities,Treasury Bills,89,52324,2022-04-08,581,51769
1222,Mata-Schaefer securities,Treasury Bills,44,45211,2022-06-19,1014,44640
1223,Aguirre Inc securities,Money Market Instruments,100,87277,2018-12-31,866,86666
1224,Soto Campbell and Miller securities,Treasury Bills,94,43203,2021-08-06,457,43015
1225,Mullen-Owen securities,Treasury Bills,92,97126,2017-06-15,1052,96809
1226,Thompson-Thomas securities,Mortgage-Backed Securities,47,22522,2017-01-27,467,21994
1227,Christian PLC securities,Equity Securities,84,56357,2021-01-09,663,55692
1228,Nelson PLC securities,Mortgage-Backed Securities,9,47431,2020-04-03,5239,47155
1229,Le-Lawrence securities,Asset-Backed Securities,81,70037,2018-10-26,857,69465
1230,Chan Bishop and White securities,Foreign Exchange,14,54779,2019-11-04,3867,54151
1231,Hunter Ltd securities,Government Bonds,77,14527,2023-06-29,183,14154
1232,Johnston Dalton and Turner securities,Corporate Bonds,92,78738,2020-05-10,852,78418
1233,Taylor Proctor and Hayden securities,Mortgage-Backed Securities,44,71749,2023-05-19,1619,71241
1234,Mathis PLC securities,Government Bonds,35,23832,2018-04-19,663,23221
1235,Phillips Gibson and Phillips securities,Government Bonds,70,27594,2018-05-29,387,27109
1236,Young Davis and Thompson securities,Government Bonds,62,49233,2023-01-21,791,49087
1237,Miller Group securities,Money Market Instruments,20,74519,2018-10-20,3711,74236
1238,Hill LLC securities,Equity Securities,68,15850,2016-12-06,223,15175
1239,Gray-Fuller securities,Corporate Bonds,88,41986,2017-09-06,475,41835
1240,Daniels LLC securities,Equity Securities,58,32639,2016-09-24,554,32133
1241,Jones-Roberson securities,Mortgage-Backed Securities,76,23609,2019-04-19,305,23247
1242,Reed-Bradshaw securities,Corporate Bonds,19,39628,2017-11-17,2078,39491
1243,Lopez-Gomez securities,Foreign Exchange,32,79903,2019-10-17,2475,79224
1244,Ross Inc securities,Money Market Instruments,5,11542,2020-09-11,2266,11333
1245,Bean PLC securities,Foreign Exchange,58,21409,2016-09-10,359,20850
1246,Stein-Jones securities,Equity Securities,7,51091,2021-08-27,7216,50513
1247,Richards-Hubbard securities,Money Market Instruments,82,32877,2021-07-08,395,32443
1248,Benson PLC securities,Mortgage-Backed Securities,4,34504,2020-12-18,8585,34343
1249,Parker Ltd securities,Treasury Bills,66,7992,2020-04-24,116,7710
1250,Martin Martin and Aguirre securities,Equity Securities,98,58096,2023-06-01,590,57830
1251,Walker Group securities,Government Bonds,11,51128,2021-07-16,4622,50845
1252,Clark Johnston and Gray securities,Equity Securities,72,5196,2020-07-14,64,4612
1253,Harris-Ayers securities,Corporate Bonds,19,50108,2022-09-18,2609,49575
1254,Juarez Ltd securities,Money Market Instruments,79,12397,2021-11-17,150,11888
1255,Dawson Ltd securities,Corporate Bonds,17,81318,2016-12-08,4756,80855
1256,King-Mcknight securities,Corporate Bonds,79,44212,2022-09-01,555,43875
1257,Williams Inc securities,Equity Securities,21,57657,2017-01-18,2713,56975
1258,Wilkerson Inc securities,Government Bonds,57,60919,2023-03-13,1061,60508
1259,Garza Spencer and Williams securities,Equity Securities,67,12252,2018-02-11,178,11927
1260,Wright Sanders and Ferguson securities,Asset-Backed Securities,36,54072,2022-06-24,1498,53957
1261,Rojas Holloway and Peterson securities,Corporate Bonds,78,22336,2022-02-20,282,22049
1262,Knight Dickerson and Richardson securities,Equity Securities,25,30348,2022-02-12,1191,29784
1263,Barton-Skinner securities,Money Market Instruments,53,29147,2022-02-19,536,28457
1264,Roberts Jones and Kramer securities,Asset-Backed Securities,80,94748,2021-08-23,1177,94211
1265,Bauer and Sons securities,Equity Securities,26,67811,2017-08-09,2591,67370
1266,Oliver Ramos and Welch securities,Equity Securities,21,46089,2021-06-22,2186,45918
1267,Sanford-Garcia securities,Government Bonds,83,81409,2018-12-01,975,80974
1268,Yu-Arellano securities,Asset-Backed Securities,34,37433,2021-01-18,1097,37307
1269,Thomas-Navarro securities,Government Bonds,26,88959,2020-05-10,3400,88422
1270,Obrien Bates and Roberts securities,Foreign Exchange,30,31267,2020-09-12,1030,30913
1271,Cox Weber and Washington securities,Asset-Backed Securities,78,41796,2019-08-15,529,41279
1272,Romero Brown and Thomas securities,Corporate Bonds,71,55585,2017-04-12,778,55257
1273,Glass Arnold and Brown securities,Foreign Exchange,94,65715,2017-05-18,696,65424
1274,Howell Newman and Dickson securities,Government Bonds,41,49856,2022-09-30,1201,49273
1275,Moses-Rodriguez securities,Corporate Bonds,19,86871,2016-11-04,4561,86670
1276,Kelly Goodman and Bruce securities,Foreign Exchange,52,94212,2016-07-14,1806,93925
1277,Torres Martinez and Mayer securities,Corporate Bonds,98,70966,2020-11-09,719,70472
1278,Dougherty Inc securities,Government Bonds,65,27437,2020-08-19,418,27220
1279,Villegas-Kelly securities,Equity Securities,52,55926,2019-09-20,1067,55495
1280,Patel PLC securities,Asset-Backed Securities,42,64196,2017-07-19,1525,64052
1281,Lozano LLC securities,Mortgage-Backed Securities,1,97578,2018-06-30,97168,97168
1282,Walton Inc securities,Money Market Instruments,14,12234,2023-01-01,858,12013
1283,Clarke-Proctor securities,Corporate Bonds,63,85898,2022-02-01,1352,85210
1284,Burke Cooper and Fitzgerald securities,Government Bonds,33,47668,2018-08-03,1436,47409
1285,Austin Obrien and Brown securities,Equity Securities,10,51278,2018-02-20,5099,50995
1286,Johnson Group securities,Government Bonds,29,17314,2020-10-01,575,16694
1287,Potter Thomas and Oliver securities,Foreign Exchange,65,96829,2021-04-30,1479,96162
1288,Reynolds-Young securities,Equity Securities,46,32916,2019-07-10,712,32784
1289,Carr PLC securities,Foreign Exchange,73,94352,2021-11-16,1285,93847
1290,Mcmahon Jarvis and Martinez securities,Corporate Bonds,6,28330,2019-03-20,4683,28103
1291,Horton-Smith securities,Money Market Instruments,67,41912,2017-06-15,621,41617
1292,Vaughan Wyatt and Gutierrez securities,Mortgage-Backed Securities,48,27969,2021-07-01,580,27865
1293,Mitchell Tucker and Owens securities,Equity Securities,5,98335,2018-11-20,19633,98167
1294,Pope Pollard and Jones securities,Corporate Bonds,97,38900,2020-08-05,396,38454
1295,Summers-Dennis securities,Mortgage-Backed Securities,15,64318,2016-09-03,4245,63684
1296,Kim Inc securities,Asset-Backed Securities,48,8898,2019-04-30,182,8760
1297,Ryan-Garcia securities,Money Market Instruments,69,41210,2017-01-01,589,40709
1298,Cooper Ward and Johns securities,Equity Securities,12,59227,2019-01-11,4898,58785
1299,Hartman-Frank securities,Money Market Instruments,21,69243,2017-09-25,3267,68614
1300,Gonzalez-Baker securities,Equity Securities,14,65511,2020-04-12,4646,65052
1301,Mcfarland-Mosley securities,Equity Securities,88,23871,2018-12-25,266,23454
1302,Lewis Reynolds and Villarreal securities,Foreign Exchange,32,11849,2022-10-10,363,11633
1303,Kim Ltd securities,Treasury Bills,73,44738,2020-10-28,609,44495
1304,Mitchell and Sons securities,Equity Securities,85,52844,2021-07-09,616,52410
1305,Fox-Morgan securities,Asset-Backed Securities,89,39602,2018-02-22,440,39197
1306,Taylor LLC securities,Money Market Instruments,51,23868,2020-01-09,463,23643
1307,Greer-Wilson securities,Equity Securities,13,79863,2017-10-21,6119,79556
1308,Jones PLC securities,Equity Securities,61,20837,2020-04-04,330,20168
1309,Cohen-Guzman securities,Foreign Exchange,86,77718,2016-12-31,900,77461
1310,Green Lewis and Moore securities,Government Bonds,33,71928,2018-03-10,2159,71263
1311,Ayala-Scott securities,Mortgage-Backed Securities,11,30415,2020-06-30,2710,29810
1312,Foster Martinez and Mercado securities,Government Bonds,42,83926,2020-10-19,1986,83438
1313,White Jones and Johnson securities,Treasury Bills,92,73022,2018-01-26,787,72429
1314,White Ltd securities,Asset-Backed Securities,87,58087,2020-03-07,664,57844
1315,Rollins LLC securities,Government Bonds,79,31717,2020-08-09,396,31304
1316,Velasquez Williams and Lane securities,Equity Securities,75,20887,2021-04-24,269,20234
1317,Mayer Cruz and Johnson securities,Treasury Bills,46,95407,2021-11-30,2066,95078
1318,Smith-Arroyo securities,Money Market Instruments,79,59748,2022-06-25,751,59337
1319,Romero Group securities,Treasury Bills,27,51640,2019-10-13,1898,51264
1320,Richardson Group securities,Mortgage-Backed Securities,92,57345,2018-09-15,616,56743
1321,Green Inc securities,Foreign Exchange,50,82466,2018-08-15,1647,82357
1322,Mendez-Mcdonald securities,Asset-Backed Securities,85,20811,2017-07-20,243,20663
1323,Hanson PLC securities,Asset-Backed Securities,17,72870,2021-08-25,4256,72364
1324,Weber Moore and Smith securities,Corporate Bonds,87,18804,2019-06-28,209,18189
1325,King Sellers and Brown securities,Government Bonds,30,70847,2022-03-18,2341,70240
1326,Brown Inc securities,Money Market Instruments,49,25814,2018-10-07,518,25399
1327,Tate LLC securities,Government Bonds,37,15772,2019-06-15,410,15205
1328,Acosta-Carter securities,Money Market Instruments,51,22813,2021-06-28,439,22400
1329,Martinez Perry and Davis securities,Asset-Backed Securities,24,33212,2019-08-24,1359,32629
1330,Lane Lynch and Johnson securities,Corporate Bonds,77,57002,2019-09-13,736,56716
1331,West Berry and Thomas securities,Asset-Backed Securities,15,34024,2016-07-14,2231,33468
1332,Ellis-Thomas securities,Treasury Bills,1,71316,2018-06-04,70950,70950
1333,Bailey-Hayes securities,Mortgage-Backed Securities,60,76850,2023-05-15,1270,76213
1334,Eaton LLC securities,Government Bonds,98,26531,2020-03-27,266,26132
1335,Davis Garza and Soto securities,Government Bonds,47,8545,2019-03-17,177,8363
1336,Erickson Inc securities,Government Bonds,98,15269,2017-06-08,154,15117
1337,Estes LLC securities,Corporate Bonds,20,90167,2022-02-10,4479,89587
1338,Salazar-Graham securities,Government Bonds,96,80083,2022-03-12,827,79467
