account_id,requested_date,date_issued,ready_date,delivery_date,check_number_from,check_number_to
15613,2023-05-27,2023-06-06,2023-06-08,2023-06-13,103616,103666
1690,2023-01-28,2023-02-07,2023-02-09,2023-02-14,108150,108180
32149,2022-10-18,2022-10-28,2022-10-30,2022-11-04,109130,109160
23218,2023-01-13,2023-01-23,2023-01-25,2023-01-30,101810,101840
15518,2023-02-02,2023-02-12,2023-02-14,2023-02-19,101340,101370
9442,2023-05-14,2023-05-24,2023-05-26,2023-05-31,104305,104335
18873,2022-05-06,2022-05-16,2022-05-18,2022-05-23,100503,100513
19990,2022-09-14,2022-09-24,2022-09-26,2022-10-01,110170,110190
21645,2022-08-09,2022-08-19,2022-08-21,2022-08-26,106817,106827
7465,2023-02-12,2023-02-22,2023-02-24,2023-03-01,101676,101696
12638,2022-12-13,2022-12-23,2022-12-25,2022-12-30,110035,110045
13234,2022-12-15,2022-12-25,2022-12-27,2023-01-01,106664,106684
16973,2022-10-22,2022-11-01,2022-11-03,2022-11-08,105391,105421
5211,2023-04-14,2023-04-24,2023-04-26,2023-05-01,103951,103961
9252,2023-05-31,2023-06-10,2023-06-12,2023-06-17,110651,110681
16606,2023-03-28,2023-04-07,2023-04-09,2023-04-14,106426,106446
7769,2022-03-18,2022-03-28,2022-03-30,2022-04-04,109848,109868
7552,2023-03-11,2023-03-21,2023-03-23,2023-03-28,102221,102251
1421,2022-06-07,2022-06-17,2022-06-19,2022-06-24,109936,109946
14982,2022-08-22,2022-09-01,2022-09-03,2022-09-08,101495,101545
31926,2022-08-29,2022-09-08,2022-09-10,2022-09-15,109089,109099
28831,2022-06-26,2022-07-06,2022-07-08,2022-07-13,100840,100860
24339,2022-03-16,2022-03-26,2022-03-28,2022-04-02,105561,105591
26424,2022-08-16,2022-08-26,2022-08-28,2022-09-02,100778,100828
26355,2022-09-20,2022-09-30,2022-10-02,2022-10-07,107253,107303
13768,2022-07-14,2022-07-24,2022-07-26,2022-07-31,106899,106949
26964,2022-04-29,2022-05-09,2022-05-11,2022-05-16,101678,101688
31118,2022-02-11,2022-02-21,2022-02-23,2022-02-28,103018,103028
27626,2023-05-10,2023-05-20,2023-05-22,2023-05-27,101958,101978
24559,2022-05-05,2022-05-15,2022-05-17,2022-05-22,102209,102229
17338,2022-05-01,2022-05-11,2022-05-13,2022-05-18,104184,104194
22913,2022-05-24,2022-06-03,2022-06-05,2022-06-10,110734,110744
3142,2023-05-30,2023-06-09,2023-06-11,2023-06-16,103798,103848
32983,2022-04-07,2022-04-17,2022-04-19,2022-04-24,100356,100386
100,2022-06-15,2022-06-25,2022-06-27,2022-07-02,105130,105160
23662,2022-07-18,2022-07-28,2022-07-30,2022-08-04,105603,105623
30526,2022-07-31,2022-08-10,2022-08-12,2022-08-17,105719,105739
31389,2022-12-13,2022-12-23,2022-12-25,2022-12-30,107655,107705
5844,2023-03-23,2023-04-02,2023-04-04,2023-04-09,108932,108962
7052,2022-02-13,2022-02-23,2022-02-25,2022-03-02,103729,103749
17025,2022-10-06,2022-10-16,2022-10-18,2022-10-23,101164,101184
8989,2022-09-17,2022-09-27,2022-09-29,2022-10-04,111184,111214
24846,2022-08-09,2022-08-19,2022-08-21,2022-08-26,106620,106630
21987,2022-12-03,2022-12-13,2022-12-15,2022-12-20,107137,107167
31183,2023-01-18,2023-01-28,2023-01-30,2023-02-04,104217,104267
28183,2022-03-27,2022-04-06,2022-04-08,2022-04-13,109998,110028
30342,2022-05-28,2022-06-07,2022-06-09,2022-06-14,102714,102734
3263,2022-12-27,2023-01-06,2023-01-08,2023-01-13,101725,101755
13957,2022-06-30,2022-07-10,2022-07-12,2022-07-17,109964,110014
19875,2023-02-06,2023-02-16,2023-02-18,2023-02-23,104429,104449
27317,2022-06-12,2022-06-22,2022-06-24,2022-06-29,102414,102444
29058,2022-04-11,2022-04-21,2022-04-23,2022-04-28,101035,101085
15041,2022-06-16,2022-06-26,2022-06-28,2022-07-03,105259,105269
5530,2022-04-04,2022-04-14,2022-04-16,2022-04-21,105930,105960
484,2022-05-07,2022-05-17,2022-05-19,2022-05-24,110951,110981
17329,2022-11-16,2022-11-26,2022-11-28,2022-12-03,104690,104720
31978,2023-01-16,2023-01-26,2023-01-28,2023-02-02,103654,103704
5281,2023-05-12,2023-05-22,2023-05-24,2023-05-29,106348,106378
15561,2022-09-15,2022-09-25,2022-09-27,2022-10-02,102771,102791
29920,2022-10-20,2022-10-30,2022-11-01,2022-11-06,102912,102932
18057,2022-04-26,2022-05-06,2022-05-08,2022-05-13,110048,110098
22072,2022-04-01,2022-04-11,2022-04-13,2022-04-18,105614,105634
27029,2022-02-26,2022-03-08,2022-03-10,2022-03-15,110618,110638
18613,2022-03-20,2022-03-30,2022-04-01,2022-04-06,111043,111063
19777,2022-09-15,2022-09-25,2022-09-27,2022-10-02,109639,109669
26141,2023-02-11,2023-02-21,2023-02-23,2023-02-28,110450,110470
5446,2022-12-28,2023-01-07,2023-01-09,2023-01-14,105389,105419
24659,2023-02-26,2023-03-08,2023-03-10,2023-03-15,105063,105073
5086,2022-11-07,2022-11-17,2022-11-19,2022-11-24,100997,101007
32059,2022-10-18,2022-10-28,2022-10-30,2022-11-04,110933,110983
26498,2023-05-08,2023-05-18,2023-05-20,2023-05-25,100715,100735
22213,2022-08-09,2022-08-19,2022-08-21,2022-08-26,101411,101431
7101,2022-07-26,2022-08-05,2022-08-07,2022-08-12,104109,104139
17434,2023-05-28,2023-06-07,2023-06-09,2023-06-14,106165,106195
2405,2023-04-29,2023-05-09,2023-05-11,2023-05-16,104721,104741
2699,2022-04-23,2022-05-03,2022-05-05,2022-05-10,104729,104739
30279,2022-05-03,2022-05-13,2022-05-15,2022-05-20,102518,102548
15778,2022-12-05,2022-12-15,2022-12-17,2022-12-22,106168,106188
31732,2023-03-01,2023-03-11,2023-03-13,2023-03-18,105374,105404
9683,2022-11-03,2022-11-13,2022-11-15,2022-11-20,105758,105768
11032,2023-01-22,2023-02-01,2023-02-03,2023-02-08,101625,101675
16245,2022-05-11,2022-05-21,2022-05-23,2022-05-28,105481,105531
25482,2023-02-10,2023-02-20,2023-02-22,2023-02-27,106355,106365
1255,2022-12-10,2022-12-20,2022-12-22,2022-12-27,107358,107368
31051,2023-03-22,2023-04-01,2023-04-03,2023-04-08,100250,100300
27344,2022-11-23,2022-12-03,2022-12-05,2022-12-10,108893,108903
28754,2022-11-21,2022-12-01,2022-12-03,2022-12-08,109810,109830
30997,2022-04-08,2022-04-18,2022-04-20,2022-04-25,108095,108115
2790,2022-11-27,2022-12-07,2022-12-09,2022-12-14,103785,103815
16153,2022-11-02,2022-11-12,2022-11-14,2022-11-19,109048,109068
8189,2022-10-26,2022-11-05,2022-11-07,2022-11-12,101871,101901
13659,2022-04-04,2022-04-14,2022-04-16,2022-04-21,109235,109285
21135,2022-09-30,2022-10-10,2022-10-12,2022-10-17,105404,105424
30823,2023-03-31,2023-04-10,2023-04-12,2023-04-17,109390,109410
19909,2022-08-04,2022-08-14,2022-08-16,2022-08-21,104080,104130
222,2022-02-12,2022-02-22,2022-02-24,2022-03-01,106632,106652
10206,2022-10-21,2022-10-31,2022-11-02,2022-11-07,107312,107342
19199,2022-05-28,2022-06-07,2022-06-09,2022-06-14,103066,103086
15613,2022-12-02,2022-12-12,2022-12-14,2022-12-19,102280,102300
4764,2023-01-05,2023-01-15,2023-01-17,2023-01-22,110500,110530
308,2023-03-19,2023-03-29,2023-03-31,2023-04-05,108587,108597
10168,2022-05-26,2022-06-05,2022-06-07,2022-06-12,106458,106468
32082,2022-07-06,2022-07-16,2022-07-18,2022-07-23,110406,110416
17228,2022-03-09,2022-03-19,2022-03-21,2022-03-26,110932,110952
30201,2022-06-01,2022-06-11,2022-06-13,2022-06-18,109546,109556
1143,2022-10-07,2022-10-17,2022-10-19,2022-10-24,109245,109255
24712,2022-04-11,2022-04-21,2022-04-23,2022-04-28,109890,109910
30588,2023-02-09,2023-02-19,2023-02-21,2023-02-26,110969,111019
32523,2022-02-25,2022-03-07,2022-03-09,2022-03-14,111235,111245
4817,2023-05-31,2023-06-10,2023-06-12,2023-06-17,107837,107847
20795,2022-07-20,2022-07-30,2022-08-01,2022-08-06,102783,102793
31537,2022-02-08,2022-02-18,2022-02-20,2022-02-25,106190,106240
12185,2022-05-27,2022-06-06,2022-06-08,2022-06-13,104529,104549
24479,2022-07-18,2022-07-28,2022-07-30,2022-08-04,107917,107947
28828,2022-10-28,2022-11-07,2022-11-09,2022-11-14,110307,110337
28076,2023-03-20,2023-03-30,2023-04-01,2023-04-06,109048,109078
26519,2022-11-19,2022-11-29,2022-12-01,2022-12-06,104110,104140
30569,2023-05-08,2023-05-18,2023-05-20,2023-05-25,109147,109157
21506,2022-10-02,2022-10-12,2022-10-14,2022-10-19,109023,109043
27663,2022-11-05,2022-11-15,2022-11-17,2022-11-22,106477,106507
10729,2022-07-03,2022-07-13,2022-07-15,2022-07-20,107762,107772
23959,2022-10-03,2022-10-13,2022-10-15,2022-10-20,100407,100427
32480,2022-03-11,2022-03-21,2022-03-23,2022-03-28,109907,109927
7773,2023-01-12,2023-01-22,2023-01-24,2023-01-29,103033,103053
21134,2022-11-24,2022-12-04,2022-12-06,2022-12-11,103379,103429
29845,2023-03-10,2023-03-20,2023-03-22,2023-03-27,108759,108809
8792,2022-12-30,2023-01-09,2023-01-11,2023-01-16,108254,108304
817,2022-09-04,2022-09-14,2022-09-16,2022-09-21,103740,103790
15091,2023-03-18,2023-03-28,2023-03-30,2023-04-04,110847,110857
5185,2023-03-20,2023-03-30,2023-04-01,2023-04-06,109451,109501
18907,2022-03-27,2022-04-06,2022-04-08,2022-04-13,102010,102040
33303,2023-03-21,2023-03-31,2023-04-02,2023-04-07,103353,103363
17012,2023-05-25,2023-06-04,2023-06-06,2023-06-11,102846,102896
14037,2023-03-31,2023-04-10,2023-04-12,2023-04-17,105661,105691
5254,2022-09-29,2022-10-09,2022-10-11,2022-10-16,101016,101066
13309,2022-07-08,2022-07-18,2022-07-20,2022-07-25,104305,104315
25420,2022-06-04,2022-06-14,2022-06-16,2022-06-21,108270,108300
9259,2023-03-10,2023-03-20,2023-03-22,2023-03-27,109793,109813
20466,2022-06-30,2022-07-10,2022-07-12,2022-07-17,100439,100469
23427,2022-11-07,2022-11-17,2022-11-19,2022-11-24,103799,103809
24265,2023-02-06,2023-02-16,2023-02-18,2023-02-23,107265,107275
13268,2023-02-08,2023-02-18,2023-02-20,2023-02-25,102819,102869
16553,2023-03-16,2023-03-26,2023-03-28,2023-04-02,103697,103717
15686,2022-12-04,2022-12-14,2022-12-16,2022-12-21,108373,108383
25896,2022-03-21,2022-03-31,2022-04-02,2022-04-07,105664,105694
19097,2022-11-06,2022-11-16,2022-11-18,2022-11-23,102327,102377
4671,2023-01-01,2023-01-11,2023-01-13,2023-01-18,106735,106755
28544,2022-10-02,2022-10-12,2022-10-14,2022-10-19,108667,108697
23043,2022-11-13,2022-11-23,2022-11-25,2022-11-30,105884,105894
24455,2023-02-08,2023-02-18,2023-02-20,2023-02-25,107427,107437
16165,2023-03-28,2023-04-07,2023-04-09,2023-04-14,103300,103320
4598,2022-07-06,2022-07-16,2022-07-18,2022-07-23,108961,109011
2462,2022-12-08,2022-12-18,2022-12-20,2022-12-25,102989,103039
12777,2023-05-17,2023-05-27,2023-05-29,2023-06-03,106913,106923
14137,2023-02-13,2023-02-23,2023-02-25,2023-03-02,100874,100894
23114,2022-11-30,2022-12-10,2022-12-12,2022-12-17,103087,103097
24790,2022-09-11,2022-09-21,2022-09-23,2022-09-28,100255,100305
5262,2023-05-10,2023-05-20,2023-05-22,2023-05-27,107719,107749
12783,2023-03-28,2023-04-07,2023-04-09,2023-04-14,100233,100243
8013,2022-05-19,2022-05-29,2022-05-31,2022-06-05,106181,106211
22392,2022-04-11,2022-04-21,2022-04-23,2022-04-28,102958,103008
27208,2022-10-05,2022-10-15,2022-10-17,2022-10-22,100820,100850
31408,2022-12-22,2023-01-01,2023-01-03,2023-01-08,107866,107886
29580,2023-01-22,2023-02-01,2023-02-03,2023-02-08,102583,102633
4720,2022-09-19,2022-09-29,2022-10-01,2022-10-06,101968,101988
6536,2023-05-26,2023-06-05,2023-06-07,2023-06-12,105543,105553
13557,2022-05-16,2022-05-26,2022-05-28,2022-06-02,102096,102116
5589,2022-11-13,2022-11-23,2022-11-25,2022-11-30,102621,102671
17800,2022-03-19,2022-03-29,2022-03-31,2022-04-05,105014,105064
28060,2023-03-13,2023-03-23,2023-03-25,2023-03-30,110551,110581
10817,2022-06-17,2022-06-27,2022-06-29,2022-07-04,106157,106167
19106,2022-09-09,2022-09-19,2022-09-21,2022-09-26,109646,109666
29468,2023-01-24,2023-02-03,2023-02-05,2023-02-10,101720,101770
17785,2023-04-16,2023-04-26,2023-04-28,2023-05-03,109115,109135
3155,2022-04-29,2022-05-09,2022-05-11,2022-05-16,100385,100395
7402,2023-05-15,2023-05-25,2023-05-27,2023-06-01,100938,100958
28184,2022-12-12,2022-12-22,2022-12-24,2022-12-29,109040,109070
16183,2023-03-19,2023-03-29,2023-03-31,2023-04-05,107385,107395
31587,2022-09-13,2022-09-23,2022-09-25,2022-09-30,106139,106189
28815,2023-05-28,2023-06-07,2023-06-09,2023-06-14,105908,105928
28768,2023-04-27,2023-05-07,2023-05-09,2023-05-14,108616,108666
13147,2023-03-22,2023-04-01,2023-04-03,2023-04-08,104305,104335
22489,2023-05-20,2023-05-30,2023-06-01,2023-06-06,106936,106946
19220,2023-05-05,2023-05-15,2023-05-17,2023-05-22,106537,106587
12109,2022-02-11,2022-02-21,2022-02-23,2022-02-28,108876,108896
25036,2023-03-30,2023-04-09,2023-04-11,2023-04-16,106027,106077
30258,2022-12-14,2022-12-24,2022-12-26,2022-12-31,106531,106581
24796,2023-04-23,2023-05-03,2023-05-05,2023-05-10,104607,104627
12323,2022-10-20,2022-10-30,2022-11-01,2022-11-06,101792,101802
14492,2022-10-17,2022-10-27,2022-10-29,2022-11-03,110871,110891
21936,2023-02-09,2023-02-19,2023-02-21,2023-02-26,108789,108819
2005,2022-05-10,2022-05-20,2022-05-22,2022-05-27,105373,105393
6105,2023-04-21,2023-05-01,2023-05-03,2023-05-08,106913,106923
28764,2023-05-13,2023-05-23,2023-05-25,2023-05-30,110089,110139
505,2022-03-18,2022-03-28,2022-03-30,2022-04-04,102403,102413
32985,2023-03-01,2023-03-11,2023-03-13,2023-03-18,106449,106459
9346,2022-09-03,2022-09-13,2022-09-15,2022-09-20,100625,100645
10130,2023-02-02,2023-02-12,2023-02-14,2023-02-19,104614,104624
20427,2022-10-22,2022-11-01,2022-11-03,2022-11-08,107743,107763
12413,2022-04-26,2022-05-06,2022-05-08,2022-05-13,109402,109432
25674,2022-11-17,2022-11-27,2022-11-29,2022-12-04,106059,106089
4372,2022-11-02,2022-11-12,2022-11-14,2022-11-19,104712,104762
9044,2023-02-28,2023-03-10,2023-03-12,2023-03-17,105558,105608
9344,2022-06-05,2022-06-15,2022-06-17,2022-06-22,103638,103658
16778,2022-06-08,2022-06-18,2022-06-20,2022-06-25,108370,108390
31237,2022-03-22,2022-04-01,2022-04-03,2022-04-08,106005,106025
2035,2022-04-02,2022-04-12,2022-04-14,2022-04-19,100736,100746
16434,2023-01-05,2023-01-15,2023-01-17,2023-01-22,102498,102508
16887,2022-11-18,2022-11-28,2022-11-30,2022-12-05,103458,103468
27855,2022-05-18,2022-05-28,2022-05-30,2022-06-04,108653,108663
28132,2022-11-30,2022-12-10,2022-12-12,2022-12-17,109447,109457
22385,2023-01-30,2023-02-09,2023-02-11,2023-02-16,110310,110330
13489,2022-07-17,2022-07-27,2022-07-29,2022-08-03,110430,110450
255,2022-04-12,2022-04-22,2022-04-24,2022-04-29,104266,104296
30668,2022-04-13,2022-04-23,2022-04-25,2022-04-30,100525,100535
27959,2022-12-18,2022-12-28,2022-12-30,2023-01-04,107967,108017
29226,2023-05-16,2023-05-26,2023-05-28,2023-06-02,104210,104260
33167,2023-02-26,2023-03-08,2023-03-10,2023-03-15,110068,110118
25493,2023-05-24,2023-06-03,2023-06-05,2023-06-10,104867,104887
27961,2023-02-22,2023-03-04,2023-03-06,2023-03-11,108641,108661
3606,2023-03-25,2023-04-04,2023-04-06,2023-04-11,107492,107502
1047,2022-07-18,2022-07-28,2022-07-30,2022-08-04,103134,103144
28713,2022-12-15,2022-12-25,2022-12-27,2023-01-01,101574,101594
11120,2022-06-29,2022-07-09,2022-07-11,2022-07-16,105211,105261
21665,2022-03-08,2022-03-18,2022-03-20,2022-03-25,108084,108104
14802,2022-12-17,2022-12-27,2022-12-29,2023-01-03,108534,108564
32541,2022-12-20,2022-12-30,2023-01-01,2023-01-06,107053,107063
20651,2022-05-01,2022-05-11,2022-05-13,2022-05-18,110527,110547
11257,2022-06-13,2022-06-23,2022-06-25,2022-06-30,102029,102039
3642,2022-08-10,2022-08-20,2022-08-22,2022-08-27,100779,100829
2883,2023-03-15,2023-03-25,2023-03-27,2023-04-01,101575,101605
23608,2023-04-04,2023-04-14,2023-04-16,2023-04-21,100379,100429
1501,2022-06-12,2022-06-22,2022-06-24,2022-06-29,101179,101229
10921,2023-01-10,2023-01-20,2023-01-22,2023-01-27,110101,110121
5754,2023-04-07,2023-04-17,2023-04-19,2023-04-24,109208,109218
16661,2022-11-25,2022-12-05,2022-12-07,2022-12-12,110567,110577
705,2022-04-09,2022-04-19,2022-04-21,2022-04-26,102268,102298
2890,2023-04-02,2023-04-12,2023-04-14,2023-04-19,101387,101397
275,2022-10-08,2022-10-18,2022-10-20,2022-10-25,104288,104318
24690,2023-04-20,2023-04-30,2023-05-02,2023-05-07,108286,108336
741,2022-04-18,2022-04-28,2022-04-30,2022-05-05,109056,109076
17747,2022-08-30,2022-09-09,2022-09-11,2022-09-16,103296,103316
7830,2023-05-11,2023-05-21,2023-05-23,2023-05-28,101202,101252
13068,2022-05-29,2022-06-08,2022-06-10,2022-06-15,102572,102592
5566,2023-03-23,2023-04-02,2023-04-04,2023-04-09,100565,100595
23444,2022-05-27,2022-06-06,2022-06-08,2022-06-13,103832,103852
24924,2023-05-23,2023-06-02,2023-06-04,2023-06-09,109825,109835
21341,2023-03-13,2023-03-23,2023-03-25,2023-03-30,107254,107304
7412,2022-06-23,2022-07-03,2022-07-05,2022-07-10,108721,108741
3168,2023-03-02,2023-03-12,2023-03-14,2023-03-19,108664,108684
12826,2022-09-11,2022-09-21,2022-09-23,2022-09-28,110834,110864
16395,2022-04-14,2022-04-24,2022-04-26,2022-05-01,101353,101383
10064,2022-09-25,2022-10-05,2022-10-07,2022-10-12,109374,109394
30936,2022-12-29,2023-01-08,2023-01-10,2023-01-15,109072,109122
19424,2022-08-08,2022-08-18,2022-08-20,2022-08-25,104272,104292
16296,2023-03-21,2023-03-31,2023-04-02,2023-04-07,103616,103626
1339,2022-07-31,2022-08-10,2022-08-12,2022-08-17,103078,103088
28183,2022-09-03,2022-09-13,2022-09-15,2022-09-20,103027,103037
8594,2022-10-08,2022-10-18,2022-10-20,2022-10-25,100497,100527
31334,2022-09-18,2022-09-28,2022-09-30,2022-10-05,107630,107650
13638,2022-10-22,2022-11-01,2022-11-03,2022-11-08,103772,103792
30304,2022-11-02,2022-11-12,2022-11-14,2022-11-19,104200,104230
24857,2023-02-12,2023-02-22,2023-02-24,2023-03-01,104583,104613
24605,2023-02-16,2023-02-26,2023-02-28,2023-03-05,102954,103004
6493,2023-01-08,2023-01-18,2023-01-20,2023-01-25,100589,100639
16121,2023-06-01,2023-06-11,2023-06-13,2023-06-18,104152,104172
27619,2022-02-26,2022-03-08,2022-03-10,2022-03-15,106234,106264
28091,2022-10-31,2022-11-10,2022-11-12,2022-11-17,106811,106861
8312,2023-02-21,2023-03-03,2023-03-05,2023-03-10,110516,110526
24199,2022-02-22,2022-03-04,2022-03-06,2022-03-11,107831,107851
1426,2023-04-22,2023-05-02,2023-05-04,2023-05-09,109804,109814
12323,2022-09-29,2022-10-09,2022-10-11,2022-10-16,107775,107785
21899,2023-01-22,2023-02-01,2023-02-03,2023-02-08,109984,110034
15777,2022-12-15,2022-12-25,2022-12-27,2023-01-01,102371,102381
10880,2022-07-20,2022-07-30,2022-08-01,2022-08-06,101106,101156
12743,2022-07-06,2022-07-16,2022-07-18,2022-07-23,110782,110802
18462,2022-08-01,2022-08-11,2022-08-13,2022-08-18,103285,103305
1609,2023-02-16,2023-02-26,2023-02-28,2023-03-05,110502,110512
26080,2022-10-31,2022-11-10,2022-11-12,2022-11-17,105407,105457
7070,2022-08-12,2022-08-22,2022-08-24,2022-08-29,110980,111030
12081,2023-01-18,2023-01-28,2023-01-30,2023-02-04,104211,104241
20968,2023-02-16,2023-02-26,2023-02-28,2023-03-05,103341,103361
23791,2022-12-09,2022-12-19,2022-12-21,2022-12-26,109789,109809
5249,2023-04-04,2023-04-14,2023-04-16,2023-04-21,106550,106600
15434,2022-08-06,2022-08-16,2022-08-18,2022-08-23,101095,101115
23175,2023-03-22,2023-04-01,2023-04-03,2023-04-08,108291,108321
21992,2022-06-02,2022-06-12,2022-06-14,2022-06-19,103851,103861
8878,2023-02-18,2023-02-28,2023-03-02,2023-03-07,101246,101266
8219,2022-08-29,2022-09-08,2022-09-10,2022-09-15,109853,109873
14086,2022-03-20,2022-03-30,2022-04-01,2022-04-06,107739,107759
27876,2023-01-25,2023-02-04,2023-02-06,2023-02-11,109394,109404
1797,2023-05-26,2023-06-05,2023-06-07,2023-06-12,110471,110521
10911,2022-04-19,2022-04-29,2022-05-01,2022-05-06,101097,101107
20720,2022-04-07,2022-04-17,2022-04-19,2022-04-24,110562,110592
6094,2022-10-30,2022-11-09,2022-11-11,2022-11-16,108152,108172
15237,2023-03-31,2023-04-10,2023-04-12,2023-04-17,105066,105076
1505,2022-06-05,2022-06-15,2022-06-17,2022-06-22,107846,107876
10845,2022-05-03,2022-05-13,2022-05-15,2022-05-20,109840,109870
18895,2022-07-18,2022-07-28,2022-07-30,2022-08-04,106746,106796
3359,2022-04-29,2022-05-09,2022-05-11,2022-05-16,100528,100578
9614,2023-05-09,2023-05-19,2023-05-21,2023-05-26,101271,101291
25284,2022-06-01,2022-06-11,2022-06-13,2022-06-18,107933,107953
7686,2022-05-08,2022-05-18,2022-05-20,2022-05-25,103315,103365
31653,2022-05-24,2022-06-03,2022-06-05,2022-06-10,111155,111205
16961,2022-05-18,2022-05-28,2022-05-30,2022-06-04,106219,106249
17974,2023-02-18,2023-02-28,2023-03-02,2023-03-07,102455,102465
28906,2023-05-29,2023-06-08,2023-06-10,2023-06-15,102539,102589
16572,2022-10-09,2022-10-19,2022-10-21,2022-10-26,110255,110305
3234,2022-05-17,2022-05-27,2022-05-29,2022-06-03,104152,104182
26159,2022-02-16,2022-02-26,2022-02-28,2022-03-05,108632,108652
31252,2023-04-15,2023-04-25,2023-04-27,2023-05-02,108884,108904
31684,2022-10-15,2022-10-25,2022-10-27,2022-11-01,110269,110279
20685,2022-08-31,2022-09-10,2022-09-12,2022-09-17,106512,106522
2166,2022-12-17,2022-12-27,2022-12-29,2023-01-03,105552,105562
8176,2022-05-10,2022-05-20,2022-05-22,2022-05-27,110312,110332
33230,2022-03-05,2022-03-15,2022-03-17,2022-03-22,107124,107154
16434,2023-03-25,2023-04-04,2023-04-06,2023-04-11,102915,102945
30395,2022-05-09,2022-05-19,2022-05-21,2022-05-26,104205,104255
23684,2022-10-03,2022-10-13,2022-10-15,2022-10-20,107225,107255
29183,2022-10-31,2022-11-10,2022-11-12,2022-11-17,100585,100605
16029,2022-07-02,2022-07-12,2022-07-14,2022-07-19,105965,106015
11732,2022-09-28,2022-10-08,2022-10-10,2022-10-15,100577,100607
15467,2023-05-28,2023-06-07,2023-06-09,2023-06-14,110158,110168
29398,2022-12-12,2022-12-22,2022-12-24,2022-12-29,110081,110131
11271,2023-02-26,2023-03-08,2023-03-10,2023-03-15,109436,109446
9335,2023-03-18,2023-03-28,2023-03-30,2023-04-04,100615,100665
25154,2023-04-19,2023-04-29,2023-05-01,2023-05-06,108650,108670
7495,2023-05-25,2023-06-04,2023-06-06,2023-06-11,107766,107786
10764,2022-07-26,2022-08-05,2022-08-07,2022-08-12,110074,110084
23767,2022-12-13,2022-12-23,2022-12-25,2022-12-30,109775,109785
