asset_id,asset_type,purchase_date,purchase_cost,current_cost
1948,Vehicle,2014-02-21,17845,5852
1949,IT Software,2021-01-04,15438,15615
1950,Building,2021-04-04,667198,685071
1951,IT Software,2021-09-17,13618,14214
1952,IT Software,2021-08-07,18920,19001
1953,IT Software,2016-03-06,11097,11881
1954,IT Software,2020-06-19,10482,11223
1955,IT Software,2019-07-12,18937,19499
1956,IT Software,2020-04-25,11273,11893
1957,Building,2015-03-14,118997,203823
1958,Vehicle,2018-12-04,47370,6010
1959,Land,2016-01-07,186736,337042
1960,Land,2014-08-04,443565,646167
1961,Vehicle,2018-03-07,14018,9024
1962,IT Software,2022-11-05,18976,19084
1963,Equipment,2023-03-24,9162,2253
1964,Equipment,2016-06-01,5231,2368
1965,Building,2016-07-06,874093,906720
1966,Equipment,2013-07-21,6055,2032
1967,Vehicle,2014-02-09,26144,6923
1968,Building,2017-06-30,180735,192832
1969,Building,2019-09-15,764139,847361
1970,Land,2014-09-18,299394,786675
1971,Building,2014-03-06,290342,325317
1972,Building,2022-07-16,214310,247176
1973,Equipment,2021-03-22,7575,3588
1974,Building,2014-09-21,393437,408029
1975,IT Software,2020-01-27,16684,17480
1976,IT Software,2019-09-07,9243,10055
1977,Building,2016-07-10,109771,134323
1978,Land,2018-07-26,408550,865047
1979,Vehicle,2016-06-21,31308,9764
1980,Vehicle,2022-12-12,18824,6129
1981,Equipment,2019-03-11,5772,3698
1982,IT Software,2013-08-28,18830,19792
1983,Building,2019-10-31,282418,352772
1984,Building,2014-01-03,512405,565366
1985,IT Software,2014-04-03,19987,20688
1986,Equipment,2016-04-05,7939,2908
1987,IT Software,2021-10-21,4342,4966
1988,Land,2014-10-19,367729,743469
1989,Building,2022-04-30,391446,464392
1990,Building,2021-03-21,130032,197106
1991,Equipment,2018-05-24,9458,1649
1992,Equipment,2015-01-18,8194,3665
1993,Vehicle,2017-05-01,22944,8996
1994,IT Software,2017-09-17,9809,10055
1995,Vehicle,2023-04-19,44870,8661
1996,Land,2016-06-26,458366,661082
1997,IT Software,2017-07-23,16926,17598
1998,Building,2013-10-21,905376,993336
1999,Vehicle,2022-01-05,24370,8185
2000,Vehicle,2018-07-30,16278,6583
2001,Building,2017-12-03,551362,564177
2002,Building,2015-07-27,630654,702077
2003,Vehicle,2022-04-05,40623,9138
2004,IT Software,2016-09-06,5717,6336
2005,Land,2014-09-18,471500,849628
2006,IT Software,2015-11-20,4467,4808
2007,Equipment,2014-08-09,6504,2679
2008,Land,2014-11-19,354827,506356
2009,Equipment,2016-06-03,9271,4717
2010,Building,2017-01-28,703226,788860
2011,Land,2020-06-09,418390,583143
2012,Vehicle,2017-05-31,49408,9286
2013,Building,2020-07-05,475622,538862
2014,Land,2016-04-23,243285,462668
2015,Land,2022-07-05,493146,979297
2016,IT Software,2015-09-18,13466,13689
2017,IT Software,2023-02-23,8361,8511
2018,Equipment,2020-12-01,8194,1386
2019,Equipment,2022-05-12,7547,3993
2020,Building,2017-03-21,824012,838594
2021,Vehicle,2017-05-31,27419,9534
2022,Vehicle,2018-10-28,12458,5840
2023,Building,2013-07-18,681465,750038
2024,Vehicle,2021-09-22,46253,8006
2025,Land,2019-10-20,191312,668220
2026,Vehicle,2018-12-24,42874,6607
2027,Vehicle,2019-09-26,38153,5429
2028,IT Software,2018-10-23,14075,14552
2029,IT Software,2017-09-22,15733,15947
2030,Building,2018-07-09,451608,489200
2031,Land,2019-09-15,206975,332498
2032,Land,2020-03-03,470292,845527
2033,IT Software,2019-09-28,4567,4825
2034,Vehicle,2016-10-11,30134,6483
2035,Building,2014-12-18,905104,919288
2036,Building,2015-05-20,582566,641885
2037,IT Software,2016-05-20,18686,18930
2038,Equipment,2022-06-06,9187,1401
2039,Land,2017-12-30,329842,598248
2040,Vehicle,2021-07-31,26177,6009
2041,Vehicle,2018-10-12,33683,6504
2042,Equipment,2021-11-25,6714,1791
2043,Building,2018-07-29,953320,984949
2044,IT Software,2019-09-15,11991,12217
2045,Vehicle,2016-10-24,35321,5772
2046,Building,2022-04-17,315584,401918
2047,Equipment,2013-10-25,7135,1278
2048,IT Software,2014-09-13,10512,11483
2049,Vehicle,2020-08-09,13445,8901
2050,Equipment,2016-08-07,8615,3741
2051,Equipment,2019-08-25,8204,2632
2052,Land,2014-06-21,478572,794716
2053,IT Software,2022-11-20,11845,12165
2054,IT Software,2015-04-28,5719,5774
2055,IT Software,2016-03-04,12926,13452
2056,IT Software,2022-05-15,12194,13039
2057,Building,2023-07-10,129174,169075
2058,Land,2022-02-20,146877,411229
2059,Equipment,2020-02-09,6475,2134
2060,IT Software,2020-03-27,5295,5327
2061,Building,2016-05-04,672374,709999
2062,Equipment,2014-03-12,8086,1332
2063,IT Software,2023-07-12,19136,19904
2064,IT Software,2014-06-01,4044,4151
2065,IT Software,2014-04-27,10274,11239
2066,Land,2014-12-10,321482,602179
2067,IT Software,2018-09-07,1402,1417
2068,Vehicle,2015-07-26,14567,9755
2069,IT Software,2019-04-09,10718,11556
2070,Equipment,2013-08-21,6927,1763
2071,Land,2023-04-17,455986,886825
2072,Equipment,2014-07-26,9316,2346
2073,Land,2019-10-15,390665,803400
2074,Building,2019-08-01,627350,683168
2075,Land,2023-02-17,280570,444752
2076,IT Software,2021-08-24,1205,1700
2077,Building,2020-05-11,128253,151909
2078,Land,2016-05-26,329346,460885
2079,Building,2018-10-10,407311,442274
2080,Vehicle,2020-06-26,48425,8639
2081,IT Software,2017-04-11,1407,2227
2082,Equipment,2021-07-30,6419,1330
2083,Vehicle,2021-05-09,47083,8005
2084,Equipment,2021-11-11,5935,4863
2085,Equipment,2019-10-13,7375,1955
2086,Vehicle,2020-07-21,28898,7788
2087,Building,2022-05-22,380075,431108
2088,Vehicle,2016-06-11,30415,8121
2089,Vehicle,2015-06-18,10407,9172
2090,Building,2017-04-02,222607,309445
2091,Vehicle,2019-01-28,15033,5754
2092,IT Software,2018-10-11,8748,9002
2093,Building,2015-02-08,492302,569158
2094,IT Software,2016-03-26,9329,9422
2095,Vehicle,2020-05-06,38783,7609
2096,Building,2019-07-13,782277,844195
2097,Vehicle,2015-06-26,30511,6262
2098,IT Software,2020-12-02,9244,9517
2099,Equipment,2023-03-08,9535,4158
2100,Vehicle,2013-10-12,44637,5730
2101,Vehicle,2020-12-03,15787,7273
2102,Vehicle,2013-09-13,17154,6692
2103,IT Software,2018-06-14,6120,7004
2104,Vehicle,2021-11-30,35578,8773
2105,Land,2020-08-14,241323,674220
2106,Vehicle,2018-02-19,27092,7959
2107,Vehicle,2016-12-30,28389,6558
2108,Equipment,2016-11-07,8783,4439
2109,Building,2017-12-17,827616,880847
2110,Vehicle,2015-05-02,26947,6464
2111,IT Software,2014-12-19,13995,14093
2112,IT Software,2015-03-21,14358,14930
2113,IT Software,2015-08-29,8508,9428
2114,Equipment,2020-06-09,7093,3601
2115,Land,2015-05-20,378159,874988
2116,Vehicle,2018-03-06,22378,5525
2117,IT Software,2021-06-25,15047,15689
2118,Equipment,2015-02-21,5620,4529
2119,Equipment,2015-07-05,9887,1068
2120,Equipment,2016-11-16,9210,4306
2121,Building,2021-07-13,535068,549959
2122,Vehicle,2014-05-13,46292,5365
2123,Land,2016-10-28,359522,653203
2124,IT Software,2014-07-19,18769,19290
2125,Vehicle,2019-11-14,41313,6794
2126,Vehicle,2019-04-19,33626,8683
2127,Vehicle,2014-03-11,12137,7506
2128,Equipment,2017-02-25,9405,2825
2129,Equipment,2021-12-01,5281,1344
2130,Land,2017-07-22,213908,658807
2131,Land,2020-05-02,458165,859474
2132,IT Software,2021-09-29,3439,4276
2133,Land,2021-12-31,497176,763454
2134,Vehicle,2023-06-07,20183,8773
2135,Building,2021-04-02,181494,265513
2136,Land,2021-06-27,401017,637725
2137,IT Software,2018-06-22,17733,18066
2138,IT Software,2019-04-16,12688,13269
2139,Building,2016-11-19,899313,967171
2140,Equipment,2017-10-09,7226,3236
2141,Building,2020-12-02,287971,348885
2142,IT Software,2022-01-06,6214,7171
2143,Land,2016-07-03,117080,271096
2144,Building,2014-01-23,824917,901514
2145,Equipment,2014-02-20,9852,2740
2146,Building,2016-08-14,459723,518292
2147,Equipment,2019-07-14,5041,2823
2148,Vehicle,2019-10-22,34376,7470
2149,Land,2013-08-25,357005,792335
2150,IT Software,2018-08-14,6337,6725
2151,Equipment,2021-03-02,5841,3344
2152,Vehicle,2016-03-05,30024,7903
2153,Land,2015-12-18,139345,248995
2154,IT Software,2015-06-16,10179,11166
2155,Equipment,2015-10-10,8243,3247
2156,Land,2016-04-29,407167,587299
2157,IT Software,2019-10-27,15094,15234
2158,Building,2018-02-04,703337,744667
2159,Equipment,2017-01-18,8694,4782
2160,Land,2013-08-29,235903,700491
2161,Building,2015-09-30,769780,839240
2162,Vehicle,2020-07-17,47857,9865
2163,Building,2017-02-18,842493,899562
2164,Equipment,2015-04-19,5738,3506
2165,Equipment,2018-06-13,7460,2712
2166,IT Software,2014-05-15,7588,8542
2167,IT Software,2016-06-14,13504,13838
2168,Land,2015-01-13,204897,536075
2169,Equipment,2023-05-20,8342,3845
2170,Vehicle,2022-05-04,19026,7323
2171,Equipment,2020-02-18,8001,2427
2172,Land,2020-02-19,265261,686697
2173,IT Software,2016-01-09,8607,9571
2174,Vehicle,2018-04-27,44209,8439
2175,Land,2021-05-27,217410,710923
2176,Equipment,2013-12-04,7013,1476
2177,IT Software,2015-08-19,4824,5376
2178,Equipment,2015-11-18,5412,1823
2179,IT Software,2013-10-17,1130,2033
2180,Land,2021-08-04,422737,627751
2181,IT Software,2014-01-10,3532,3555
2182,Vehicle,2016-11-16,33416,7662
2183,Vehicle,2022-10-16,38207,6569
2184,Equipment,2013-10-14,9448,2821
2185,Vehicle,2017-12-29,16651,5676
2186,Equipment,2022-11-07,6075,1580
2187,Vehicle,2014-03-05,43894,8352
2188,Equipment,2015-11-06,7560,3966
2189,Building,2019-12-28,979800,1039967
2190,Land,2016-08-08,460454,575194
2191,IT Software,2015-09-01,15679,16528
2192,IT Software,2019-08-14,17030,17700
2193,Vehicle,2016-03-30,20999,8108
2194,IT Software,2020-03-22,4320,5228
2195,Building,2017-07-24,351276,370292
2196,Land,2016-08-28,213641,710792
2197,Equipment,2017-08-29,9890,2417
2198,Building,2017-01-20,557552,603136
2199,Building,2019-12-08,601145,666574
2200,Land,2023-06-27,401390,513614
2201,Building,2019-05-12,750946,835159
2202,Land,2019-11-02,362756,561481
2203,Building,2013-09-30,782489,851158
2204,Building,2022-05-08,774050,869486
2205,Equipment,2020-12-01,8336,2008
2206,Land,2020-02-11,483733,895892
2207,Equipment,2013-12-22,9369,1771
2208,Building,2015-06-20,673504,765939
2209,Equipment,2018-07-13,8142,2024
2210,Vehicle,2013-11-17,25722,6883
2211,Vehicle,2014-06-29,20998,5851
2212,IT Software,2019-04-09,15984,16227
2213,IT Software,2017-05-25,2053,2954
2214,Building,2013-08-12,240715,260129
2215,Land,2018-03-08,131381,539976
2216,Vehicle,2022-05-28,13595,6663
2217,Building,2020-02-03,525372,554335
2218,Vehicle,2020-07-08,11125,9900
2219,Equipment,2013-09-10,7201,4080
2220,Land,2022-02-02,150075,254088
2221,Land,2014-09-01,194050,413305
2222,Building,2014-10-24,438918,531650
2223,Land,2018-09-30,426812,893588
2224,IT Software,2019-04-28,18004,18721
2225,Vehicle,2019-06-18,49005,5459
2226,Building,2021-10-28,654695,719491
2227,Building,2019-03-26,473943,495865
2228,Equipment,2014-03-31,9875,1439
2229,Building,2015-03-24,372969,411775
2230,Vehicle,2016-02-19,35203,6195
2231,IT Software,2022-11-30,9107,9933
2232,Equipment,2020-10-16,5748,4920
2233,Equipment,2019-01-24,5801,3997
2234,IT Software,2016-02-16,3703,4487
2235,Equipment,2023-03-20,6789,2823
2236,Building,2017-05-29,220691,255637
2237,Land,2017-09-19,340394,510749
2238,IT Software,2018-04-24,19571,20556
2239,Equipment,2013-12-14,9665,2173
2240,IT Software,2019-01-27,8521,8962
2241,Equipment,2015-07-03,9571,4810
2242,IT Software,2022-04-27,3942,4804
2243,Land,2018-08-01,253376,382378
2244,Vehicle,2016-11-06,42024,5359
2245,IT Software,2020-03-17,18835,19043
2246,Equipment,2014-07-29,6159,2861
2247,Vehicle,2022-08-09,26730,6692
2248,IT Software,2016-03-14,7293,7419
2249,Equipment,2022-05-12,8922,3390
2250,IT Software,2015-01-15,5857,6062
2251,Building,2018-04-03,967386,1009686
2252,Equipment,2022-06-26,8993,3944
2253,IT Software,2019-06-06,16974,17784
2254,IT Software,2021-12-26,8737,9496
2255,Vehicle,2022-02-11,42573,5789
2256,Building,2022-11-25,964682,1035798
2257,Building,2018-07-16,173571,262596
2258,Building,2022-06-21,728859,762057
2259,Equipment,2015-05-27,9048,1717
2260,Equipment,2021-12-27,7598,4134
2261,IT Software,2015-10-24,10875,11081
2262,IT Software,2016-03-24,15351,15532
2263,Land,2021-03-27,322095,432709
2264,Land,2018-08-28,330671,773470
2265,Land,2021-04-02,105329,321601
2266,Equipment,2021-07-02,6366,3601
2267,Building,2021-03-15,142603,219638
2268,Equipment,2016-04-29,7694,2163
2269,Equipment,2014-06-13,9650,4186
2270,Vehicle,2016-06-26,29637,9310
2271,Vehicle,2016-07-19,36741,7159
2272,IT Software,2016-06-17,1187,1297
2273,Equipment,2020-08-17,6774,3707
2274,Equipment,2023-05-16,5941,3261
2275,Land,2022-08-01,474438,880139
2276,Equipment,2014-09-16,9947,3075
2277,Vehicle,2015-05-28,43967,7101
2278,Building,2021-08-22,375077,438373
2279,Equipment,2020-11-02,6029,3239
2280,Building,2018-09-29,535596,556193
2281,Equipment,2022-04-19,6074,2539
2282,Equipment,2021-08-01,7440,2635
2283,IT Software,2023-06-22,17559,17953
2284,Building,2017-12-12,724941,823292
2285,Vehicle,2021-07-29,41477,6716
2286,Building,2014-03-13,583503,651806
2287,Vehicle,2023-05-14,22155,6476
2288,Land,2013-09-21,410030,877592
2289,IT Software,2020-09-11,4240,4819
2290,Vehicle,2018-11-23,22776,7358
2291,Building,2015-12-08,483136,499238
2292,Vehicle,2013-07-27,35448,6815
2293,Vehicle,2013-08-23,24724,7656
2294,IT Software,2018-05-20,2450,2917
2295,Vehicle,2019-05-22,12194,8864
2296,Equipment,2016-07-14,8226,1839
2297,Building,2021-04-06,171509,235464
2298,Building,2014-03-13,601603,634736
2299,Land,2023-02-17,100621,511018
2300,Vehicle,2015-05-28,22583,8590
2301,Building,2014-09-08,690435,762792
2302,Land,2018-06-17,236476,583941
2303,Equipment,2021-01-16,8396,1573
2304,Vehicle,2020-09-19,40667,6710
2305,Land,2020-04-15,293180,555834
2306,Building,2017-11-28,129020,189041
2307,Building,2018-03-27,972642,1025487
2308,IT Software,2020-09-16,6400,6884
2309,Land,2019-10-04,486848,659541
2310,IT Software,2015-03-19,7474,7835
2311,Land,2020-11-22,154269,386123
2312,Building,2016-01-09,364470,379882
2313,Vehicle,2022-03-05,48145,6516
2314,Vehicle,2014-02-22,26106,7421
2315,Building,2021-09-20,686012,749728
2316,Land,2020-09-06,329772,551255
2317,IT Software,2016-07-17,7386,8060
2318,Building,2021-04-16,692186,714711
2319,Equipment,2016-10-25,5203,4400
2320,IT Software,2017-01-19,3873,4767
2321,Equipment,2022-09-30,8030,1617
2322,Land,2022-03-12,191279,594367
2323,IT Software,2021-05-15,12612,13149
2324,IT Software,2018-04-21,6257,6673
2325,Equipment,2021-08-03,7330,2385
2326,IT Software,2022-03-02,15933,16488
2327,Building,2018-11-23,506372,572382
2328,Building,2019-05-16,868531,949172
2329,Land,2015-05-10,191442,336396
2330,Building,2013-12-21,784042,801568
2331,Equipment,2017-01-13,9876,3081
2332,IT Software,2020-04-18,9033,9655
2333,Vehicle,2015-06-29,33567,9703
2334,IT Software,2014-03-29,12979,13116
2335,Land,2022-01-05,238836,508474
2336,Building,2014-07-01,715061,729809
2337,Equipment,2023-03-07,5957,3233
2338,Equipment,2022-12-01,8260,1829
2339,Building,2016-01-31,818417,916775
2340,Equipment,2022-05-14,6128,4300
2341,IT Software,2019-09-11,9534,10319
2342,Land,2021-09-07,306916,436374
2343,Building,2017-12-06,103621,139665
2344,Equipment,2013-11-14,7024,1852
2345,Equipment,2023-03-01,5407,2024
2346,Equipment,2021-10-18,9934,4516
2347,Building,2015-01-23,705044,784886
2348,Equipment,2014-03-22,8398,2963
2349,Vehicle,2019-02-12,12310,7127
2350,Land,2014-08-26,357766,856200
2351,Land,2018-07-10,329036,719768
2352,Land,2019-08-04,134526,464810
2353,Building,2020-03-09,372879,407057
2354,Vehicle,2021-07-09,46228,6291
2355,Vehicle,2023-01-14,32082,6687
2356,IT Software,2020-09-05,13489,14206
2357,Building,2018-06-20,555434,602147
2358,Building,2023-07-08,378080,425193
2359,Vehicle,2020-01-29,27010,7767
2360,Equipment,2017-03-06,7056,4350
2361,Land,2022-01-16,188342,358941
2362,Land,2019-04-26,386596,865530
2363,Building,2016-01-23,156304,184612
2364,Building,2014-08-16,733407,789018
2365,IT Software,2017-01-07,10094,11046
2366,Land,2016-09-26,145666,580493
2367,IT Software,2020-06-03,19252,20234
2368,Land,2018-11-11,223298,615680
2369,Building,2013-11-18,682213,763717
2370,Building,2017-11-29,730174,814513
2371,Vehicle,2021-02-11,12828,7976
2372,Land,2022-05-17,490720,719460
2373,Building,2023-02-18,721901,812422
2374,Building,2022-06-09,665900,743255
2375,Vehicle,2023-03-10,11205,9383
2376,Land,2017-08-29,353502,653362
2377,Vehicle,2020-01-19,24898,5211
2378,Building,2021-04-18,564015,642552
2379,Building,2017-12-27,649011,729319
2380,Building,2019-12-21,164236,237594
2381,IT Software,2023-05-03,12901,13168
2382,Land,2019-08-23,442121,808219
2383,IT Software,2018-07-11,15482,15539
2384,Equipment,2021-03-14,8389,3544
2385,Equipment,2020-01-16,5371,4306
2386,Vehicle,2015-08-25,42314,9756
2387,Equipment,2017-09-24,8475,3450
2388,Building,2014-05-23,139313,230826
2389,Equipment,2021-10-25,6088,3719
2390,Vehicle,2021-05-27,35971,8888
2391,Land,2022-07-23,460837,637482
2392,Land,2015-10-20,301441,692019
2393,Vehicle,2022-10-07,10613,8102
2394,Vehicle,2014-12-26,10009,8361
2395,Equipment,2019-06-09,7194,4216
2396,Vehicle,2022-09-25,43097,6971
2397,Land,2018-08-24,213504,384521
2398,IT Software,2016-01-03,8266,8498
2399,Equipment,2018-08-28,7544,2402
2400,Vehicle,2016-06-04,17478,9966
2401,Vehicle,2021-09-08,29111,6660
2402,Equipment,2020-03-05,7649,4907
2403,Land,2014-03-27,471034,668155
2404,Land,2018-07-18,401472,596938
2405,IT Software,2015-02-07,13814,14594
2406,Land,2016-03-04,218660,469121
2407,Land,2019-05-02,151804,298823
2408,IT Software,2021-09-15,9096,9559
2409,IT Software,2014-03-16,13517,13965
2410,Building,2014-10-12,224897,258410
2411,Vehicle,2019-12-02,20684,8327
2412,Building,2020-03-14,696311,779845
2413,Equipment,2017-11-16,8909,3294
2414,Vehicle,2017-11-19,41224,7831
2415,Building,2014-04-02,916185,974615
2416,IT Software,2022-12-23,18251,18348
2417,Building,2021-03-08,104544,122342
2418,Building,2021-10-05,582302,680606
2419,IT Software,2023-03-18,1068,1374
2420,IT Software,2015-10-27,7594,7626
2421,Building,2015-05-21,270840,299923
2422,Equipment,2014-10-13,5017,1896
2423,Equipment,2015-11-22,6653,2553
2424,Equipment,2023-01-09,7849,2534
2425,Building,2016-05-03,389087,430134
2426,Vehicle,2021-01-20,19775,5972
2427,Vehicle,2022-01-17,49616,7247
2428,Vehicle,2016-02-22,30430,7727
2429,IT Software,2019-01-04,7741,8350
2430,Land,2021-07-20,165660,649553
2431,IT Software,2016-11-26,14265,14988
2432,Land,2013-12-03,155202,372683
2433,Building,2014-08-15,211742,276358
2434,Land,2020-03-10,318897,423039
2435,Vehicle,2014-07-11,46270,5549
2436,Equipment,2016-09-03,9019,1257
2437,IT Software,2022-05-07,6194,6918
2438,Vehicle,2018-08-05,26177,7756
2439,IT Software,2022-05-09,5160,6082
2440,Vehicle,2021-04-28,44089,9045
2441,Land,2020-01-12,465256,954981
2442,Land,2017-05-13,197585,302430
2443,Vehicle,2021-01-17,42896,8309
2444,Land,2018-07-20,386695,566312
2445,Building,2023-02-22,818812,885657
2446,IT Software,2020-02-23,10526,11032
2447,IT Software,2017-06-17,18037,18867
2448,Equipment,2022-04-24,9175,3338
2449,Equipment,2015-06-22,5557,1556
2450,IT Software,2020-01-11,17861,18343
2451,Building,2018-11-11,935609,980430
2452,Equipment,2015-10-06,8780,4405
2453,IT Software,2018-05-21,3890,4250
2454,IT Software,2017-04-09,11018,11832
2455,Building,2021-06-06,877114,897977
2456,Equipment,2019-06-04,6010,2311
2457,IT Software,2023-06-30,16296,16924
2458,Building,2021-05-31,748178,802683
2459,Equipment,2018-01-25,6174,3891
2460,Land,2021-08-15,261251,392976
2461,Vehicle,2019-11-24,42885,8976
2462,Vehicle,2016-03-04,40628,6568
2463,Land,2019-06-02,265357,489923
2464,IT Software,2017-11-30,9820,10809
2465,Equipment,2017-06-04,9442,2526
2466,Equipment,2018-11-16,7660,1181
2467,Building,2016-03-03,134656,188138
2468,Building,2020-01-27,448615,469046
2469,IT Software,2013-11-25,14263,14591
2470,IT Software,2015-08-22,3801,3801
2471,Building,2019-06-08,632471,699440
2472,Building,2022-03-07,805057,854460
2473,Vehicle,2017-07-29,36829,7748
2474,Land,2015-09-12,286724,472954
2475,Land,2019-08-20,278092,645485
2476,Land,2016-02-11,166518,435879
2477,Building,2014-03-06,513876,535456
2478,IT Software,2016-06-24,13078,13619
2479,Equipment,2015-01-25,5216,1650
2480,Equipment,2020-10-15,6522,3635
2481,Equipment,2017-03-13,6195,4704
2482,Land,2023-06-26,199196,615012
