expense_id,expense_date,expense_amount,description,department_id
3225,2021-03-11,3226,expense related to trading operations,7
3226,2023-04-19,2076,expense related to internal controls,6
3227,2022-11-19,3071,expense related to back-office operations,5
3228,2022-10-26,5210,expense related to performance management,8
3229,2023-04-15,1202,expense related to back-office operations,5
3230,2021-12-23,4321,expense related to liquidity management,7
3231,2022-08-10,4156,expense related to mergers and acquisitions,3
3232,2020-08-31,3083,expense related to compliance monitoring,6
3233,2022-11-08,1621,expense related to customer acquisition strategies,9
3234,2021-04-12,9564,expense related to commercial loans,2
3235,2021-05-25,2998,expense related to investment management,4
3236,2022-10-29,8201,expense related to back-office operations,5
3237,2020-02-19,9414,expense related to trade finance,2
3238,2019-07-30,1517,expense related to employee recruitment,8
3239,2020-11-06,1962,expense related to internal controls,6
3240,2022-12-12,5428,expense related to risk assessment,6
3241,2021-01-14,9594,expense related to commercial loans,2
3242,2022-08-13,3457,expense related to customer acquisition strategies,9
3243,2021-06-04,7620,expense related to financial planning,4
3244,2022-02-13,4473,expense related to cybersecurity measures,5
3245,2022-03-04,1116,expense related to mergers and acquisitions,3
3246,2021-11-02,9171,expense related to cybersecurity measures,5
3247,2020-11-29,9164,expense related to marketing campaigns,9
3248,2020-08-29,6122,expense related to marketing campaigns,9
3249,2021-12-03,4110,expense related to personalized advisory services for affluent customers,4
3250,2020-12-16,7445,expense related to cash management for businesses,2
3251,2021-02-23,8989,expense related to compliance monitoring,6
3252,2020-11-13,3293,expense related to technology upgrades,5
3253,2022-06-26,9393,expense related to mergers and acquisitions,3
3254,2019-12-12,7380,expense related to treasury activities,7
3255,2022-06-05,8593,expense related to marketing campaigns,9
3256,2020-01-30,2979,expense related to trading operations,7
3257,2023-06-11,4686,expense related to employee recruitment,8
3258,2020-05-05,3485,expense related to internal controls,6
3259,2020-09-04,9427,expense related to capital market operations,3
3260,2021-04-12,3021,expense related to market research,9
3261,2022-01-11,2272,expense related to customer acquisition strategies,9
3262,2019-11-03,1888,expense related to employee recruitment,8
3263,2022-08-10,3958,expense related to personalized advisory services for affluent customers,4
3264,2021-10-23,8275,expense related to customer acquisition strategies,9
3265,2022-08-19,5853,expense related to market research,9
3266,2023-02-07,3524,expense related to investment management,4
3267,2021-11-01,1120,expense related to cybersecurity measures,5
3268,2020-07-19,4372,expense related to performance management,8
3269,2020-03-28,2527,expense related to trading operations,7
3270,2020-05-22,5054,expense related to commercial loans,2
3271,2020-05-11,7470,expense related to internal controls,6
3272,2022-02-14,4646,expense related to personalized advisory services for affluent customers,4
3273,2019-10-07,6694,expense related to customer acquisition strategies,9
3274,2022-03-02,8149,expense related to risk assessment,6
3275,2023-02-03,1508,expense related to checking account,1
3276,2021-12-13,6825,expense related to cash management for businesses,2
3277,2021-01-29,8675,expense related to capital market operations,3
3278,2019-08-25,5832,expense related to credit cards,1
3279,2021-05-04,4484,expense related to savings account,1
3280,2019-10-24,3382,expense related to liquidity management,7
3281,2019-09-19,4149,expense related to market research,9
3282,2022-02-27,5525,expense related to financial planning,4
3283,2023-01-22,6200,expense related to training and development,8
3284,2020-12-25,6024,expense related to trade finance,2
3285,2022-01-05,6796,expense related to back-office operations,5
3286,2019-08-13,9306,expense related to internal controls,6
3287,2020-04-14,5048,expense related to commercial loans,2
3288,2020-09-21,1293,expense related to customer acquisition strategies,9
3289,2019-11-30,8182,expense related to trade finance,2
3290,2019-07-24,2863,expense related to commercial loans,2
3291,2022-10-15,3382,expense related to trading operations,7
3292,2023-01-25,8428,expense related to risk assessment,6
3293,2022-12-22,8345,expense related to investment management,4
3294,2022-02-18,9022,expense related to cybersecurity measures,5
3295,2023-02-15,6087,expense related to capital market operations,3
3296,2022-09-21,4555,expense related to technology upgrades,5
3297,2021-02-10,2815,expense related to technology upgrades,5
3298,2021-08-16,5980,expense related to trade finance,2
3299,2021-11-06,1675,expense related to performance management,8
3300,2021-02-19,6604,expense related to marketing campaigns,9
3301,2021-01-28,5265,expense related to cash management for businesses,2
3302,2021-07-24,6230,expense related to customer acquisition strategies,9
3303,2019-11-13,8739,expense related to checking account,1
3304,2022-08-05,1801,expense related to market research,9
3305,2022-04-01,3612,expense related to mergers and acquisitions,3
3306,2020-12-28,4460,expense related to treasury activities,7
3307,2021-12-25,8673,expense related to credit cards,1
3308,2020-03-18,7203,expense related to cash management for businesses,2
3309,2023-01-05,2494,expense related to checking account,1
3310,2021-01-17,7848,expense related to investment management,4
3311,2021-12-26,7742,expense related to compliance monitoring,6
3312,2022-09-03,3593,expense related to mergers and acquisitions,3
3313,2020-06-07,7747,expense related to performance management,8
3314,2022-05-05,8128,expense related to technology upgrades,5
3315,2020-04-01,7167,expense related to performance management,8
3316,2023-04-27,5553,expense related to trade finance,2
3317,2022-11-23,5748,expense related to capital market operations,3
3318,2021-07-25,3800,expense related to investment management,4
3319,2021-10-15,3101,expense related to internal controls,6
3320,2021-11-24,7367,expense related to employee recruitment,8
3321,2020-12-17,8717,expense related to credit cards,1
3322,2022-09-03,1695,expense related to training and development,8
3323,2020-08-17,7086,expense related to capital market operations,3
3324,2021-09-03,8883,expense related to market research,9
3325,2020-07-18,5250,expense related to training and development,8
3326,2022-08-22,3755,expense related to technology upgrades,5
3327,2021-11-21,6538,expense related to risk assessment,6
3328,2021-10-01,4662,expense related to credit cards,1
3329,2020-12-13,1949,expense related to treasury activities,7
3330,2021-12-09,1217,expense related to credit cards,1
3331,2022-04-15,4930,expense related to market research,9
3332,2021-06-14,2720,expense related to credit cards,1
3333,2020-08-17,2099,expense related to capital market operations,3
3334,2020-07-29,9350,expense related to treasury activities,7
3335,2020-01-29,2221,expense related to credit cards,1
3336,2022-02-04,5230,expense related to training and development,8
3337,2019-08-11,3406,expense related to mergers and acquisitions,3
3338,2022-05-08,5686,expense related to mergers and acquisitions,3
3339,2019-11-19,5563,expense related to technology upgrades,5
3340,2020-09-19,8573,expense related to back-office operations,5
3341,2020-05-07,8940,expense related to cybersecurity measures,5
3342,2019-11-13,1665,expense related to internal controls,6
3343,2019-08-21,7958,expense related to cash management for businesses,2
3344,2021-09-07,4480,expense related to training and development,8
3345,2019-09-30,9956,expense related to commercial loans,2
3346,2020-06-08,2715,expense related to internal controls,6
3347,2022-08-04,4461,expense related to risk assessment,6
3348,2021-03-26,8304,expense related to liquidity management,7
3349,2022-01-10,1000,expense related to marketing campaigns,9
3350,2023-04-11,5034,expense related to mergers and acquisitions,3
3351,2020-06-09,3599,expense related to back-office operations,5
3352,2020-07-28,4378,expense related to trading operations,7
3353,2020-06-25,4486,expense related to trade finance,2
3354,2022-12-19,1308,expense related to internal controls,6
3355,2021-03-24,8530,expense related to trading operations,7
3356,2021-05-06,5884,expense related to customer acquisition strategies,9
3357,2021-09-05,4172,expense related to trading operations,7
3358,2020-03-04,6699,expense related to back-office operations,5
3359,2020-03-28,7045,expense related to technology upgrades,5
3360,2021-09-25,4450,expense related to treasury activities,7
3361,2020-03-05,1990,expense related to liquidity management,7
3362,2023-06-13,2907,expense related to liquidity management,7
3363,2021-08-26,7329,expense related to savings account,1
3364,2022-03-17,2054,expense related to credit cards,1
3365,2022-12-18,7046,expense related to customer acquisition strategies,9
3366,2021-04-23,4068,expense related to market research,9
3367,2022-12-22,1929,expense related to market research,9
3368,2021-02-23,7468,expense related to training and development,8
3369,2021-08-08,1295,expense related to trade finance,2
3370,2020-10-28,3119,expense related to employee recruitment,8
3371,2020-06-24,1756,expense related to trade finance,2
3372,2022-12-09,1147,expense related to investment management,4
3373,2022-02-18,6664,expense related to investment management,4
3374,2022-09-08,8841,expense related to trade finance,2
3375,2019-07-20,8957,expense related to personalized advisory services for affluent customers,4
3376,2021-11-08,9340,expense related to employee recruitment,8
3377,2022-06-08,8156,expense related to marketing campaigns,9
3378,2020-04-19,3989,expense related to personalized advisory services for affluent customers,4
3379,2022-01-03,1269,expense related to personalized advisory services for affluent customers,4
